price,num_bath,num_bed,num_parking,property_size,suburb_population,suburb_median_income,suburb_sqkm,suburb_lat,suburb_lng,suburb_elevation,cash_rate,property_inflation_index,km_from_cbd,days_since_sale
1050000,2,4,3,701,5482,32812,26.813,-33.60517,150.75869,22,0.1,197.9,50.79,1285
4900000,3,4,1,405,5502,39260,1.132,-33.93221,151.25393,71,0.1,197.9,8.48,1284
4050000,3,5,3,879,7870,49660,2.679,-33.73559,151.30351,14,0.1,197.9,16.78,1284
3755000,3,4,2,468,5502,39260,1.132,-33.93221,151.25393,71,0.1,197.9,8.48,1284
3550000,2,5,3,512,5502,39260,1.132,-33.93221,151.25393,71,0.1,197.9,8.48,1284
3000000,2,3,2,323,7006,72020,1.553,-33.82277,151.21527,66,0.1,197.9,4.73,1284
2815000,1,3,1,330,5420,36088,3.574,-33.96419,151.25386,8,0.1,197.9,11.71,1284
2650000,2,3,2,932,4477,48360,2.457,-33.98343,151.24666,34,0.1,197.9,13.55,1284
2466000,1,3,2,632,4767,42952,1.036,-33.85783,151.08877,23,0.1,197.9,11.24,1284
2416000,1,3,0,133,2409,76024,0.428,-33.84252,151.22795,43,0.1,197.9,3.01,1284
2350000,2,4,0,408,8116,52884,1.287,-33.89452,151.1556,41,0.1,197.9,5.99,1284
2300000,2,3,3,1391,997,54132,0.721,-33.65154,151.28137,73,0.1,197.9,24.6,1284
2280000,2,4,1,366,26592,41236,5.771,-33.91228,151.15592,14,0.1,197.9,7.23,1284
2205000,2,3,2,487,2735,39312,1.996,-33.48638,151.43476,19,0.1,197.9,46.9,1284
2200000,3,5,1,345,2250,39052,0.698,-33.79683,151.09667,86,0.1,197.9,12.93,1284
2192000,2,5,2,770,2243,48152,1.654,-33.75721,151.0782,110,0.1,197.9,17.09,1284
2181000,4,5,2,765,19627,27248,6.805,-33.86491,151.04789,28,0.1,197.9,14.99,1284
2150000,1,3,2,961,2250,39052,0.698,-33.79683,151.09667,86,0.1,197.9,12.93,1284
2125000,2,3,2,468,4532,37232,1.152,-33.97235,151.14822,5,0.1,197.9,13.19,1284
2120000,2,4,1,464,23841,35412,3.414,-33.88947,151.12753,38,0.1,197.9,8.08,1284
2095000,1,3,1,645,1035,47528,0.369,-33.98937,151.10096,12,0.1,197.9,17.07,1284
2060000,4,4,2,734,933,41340,0.321,-33.80082,151.07693,53,0.1,197.9,14.23,1284
2051000,1,3,1,690,2663,37180,0.948,-33.97709,151.09318,40,0.1,197.9,16.45,1284
2020000,3,4,2,815,7271,44096,4.76,-33.99893,151.04011,79,0.1,197.9,21.6,1284
1910000,2,3,2,720,5660,36660,2.462,-33.79508,151.02527,54,0.1,197.9,18.77,1284
1830000,1,2,1,219,3880,53872,0.442,-33.90021,151.16983,30,0.1,197.9,5.37,1284
1800000,1,3,2,708,8780,39728,13.636,-33.72159,151.21169,156,0.1,197.9,15.92,1284
1750000,1,4,4,619,3329,38636,1.031,-33.90113,151.11777,21,0.1,197.9,9.41,1284
1700000,2,3,1,280,1145,38844,0.27,-33.91673,151.16817,8,0.1,197.9,6.9,1284
1600000,2,4,2,621,2535,39468,1.123,-33.90019,150.84825,49,0.1,197.9,33.68,1284
1560000,1,3,2,512,24541,25272,3.373,-33.91457,151.10339,35,0.1,197.9,11.28,1284
1505000,1,3,2,518,2323,33540,0.627,-33.93774,151.13064,24,0.1,197.9,10.89,1284
1450000,1,3,2,442,919,34528,0.597,-33.9488,151.16043,6,0.1,197.9,10.35,1284
1435000,1,3,1,860,3103,24596,1.196,-33.89192,151.02094,36,0.1,197.9,17.73,1284
1380000,2,4,1,506,1927,36868,0.596,-33.44184,151.34373,8,0.1,197.9,48.56,1284
1223000,2,7,1,474,10126,23036,1.362,-33.9234,151.06765,39,0.1,197.9,14.66,1284
1205000,1,3,1,75,3164,48204,0.642,-33.8953,151.14668,25,0.1,197.9,6.74,1284
1170000,1,4,1,796,5273,21008,1.987,-33.87535,150.97324,14,0.1,197.9,21.93,1284
1170000,1,3,1,316,3388,33904,0.957,-33.94651,151.14536,11,0.1,197.9,10.82,1284
1165000,3,5,2,708,2743,33384,4.78,-33.37876,151.34724,120,0.1,197.9,55.43,1284
1160000,1,3,2,1220,7517,20696,1.474,-33.86713,150.94148,34,0.1,197.9,24.84,1284
1140000,3,5,4,557,4916,27924,1.609,-33.84826,150.96403,41,0.1,197.9,22.83,1284
1000000,1,3,1,1631,12551,29276,9.568,-34.03164,150.84989,71,0.1,197.9,38.06,1284
938000,1,3,1,521,37366,22568,8.564,-33.85787,151.02827,33,0.1,197.9,16.83,1284
886000,2,4,1,478,22331,23140,5.904,-33.85861,150.98884,38,0.1,197.9,20.47,1284
718000,2,3,2,208,37366,22568,8.564,-33.85787,151.02827,33,0.1,197.9,16.83,1284
3180000,2,3,2,778,352,34320,0.529,-33.52717,151.34781,2,0.1,197.9,39.61,1283
2950000,2,3,2,698,9791,51064,5.131,-33.78063,151.16255,80,0.1,197.9,10.35,1283
2600000,1,2,3,365,11227,68952,1.627,-33.82708,151.22512,74,0.1,197.9,4.45,1283
2460000,2,4,2,715,2900,35932,2.768,-33.40857,151.46938,47,0.1,197.9,56.07,1283
1470000,2,6,2,822,24394,33696,8.528,-33.77523,151.0454,102,0.1,197.9,18.2,1283
3000000,4,7,3,651,3169,39572,1.06,-34.01864,151.11234,1,0.1,197.9,19.27,1282
2505000,3,4,2,214,7311,51636,1.203,-33.89348,151.1372,29,0.1,197.9,7.42,1282
2407000,2,4,2,797,7965,40092,5.462,-33.77572,151.01474,92,0.1,197.9,20.61,1282
2200000,3,3,3,571,3329,38636,1.031,-33.90113,151.11777,21,0.1,197.9,9.41,1282
2200000,4,4,2,188,10817,46800,3.211,-33.94907,151.19881,6,0.1,197.9,9.37,1282
2070000,2,3,0,203,8014,71812,0.808,-33.90226,151.18621,14,0.1,197.9,4.66,1282
1900000,3,5,2,824,1058,34632,0.541,-33.49514,151.34642,3,0.1,197.9,42.95,1282
1850000,3,5,1,337,5147,30784,1.042,-33.97767,151.10598,37,0.1,197.9,15.75,1282
1800000,2,6,3,1100,5884,24752,4.613,-33.91284,150.93513,11,0.1,197.9,25.96,1282
1237500,4,7,2,656,12566,30628,11.391,-34.06338,150.80766,65,0.1,197.9,43.19,1282
1175000,2,3,5,809,13295,32240,12.202,-33.74515,150.68955,26,0.1,197.9,49.99,1282
1085000,3,4,2,654,11790,37024,5.06,-33.7734,150.69863,50,0.1,197.9,48.41,1282
1077000,4,6,2,702,7303,26416,2.154,-33.89103,150.87006,55,0.1,197.9,31.57,1282
675100,1,1,1,97,10817,58084,2.58,-33.81806,151.16504,57,0.1,197.9,6.67,1282
2025000,2,5,2,916,10663,44668,8.004,-34.02561,150.73523,74,0.1,197.9,47.35,1281
1945000,1,3,1,556,7457,41288,2.605,-33.75228,151.25889,119,0.1,197.9,13.32,1281
1671000,2,4,2,697,15284,38272,4.676,-34.03262,151.10521,23,0.1,197.9,20.95,1281
1540000,1,3,1,171,26592,41236,5.771,-33.91228,151.15592,14,0.1,197.9,7.23,1281
1400000,1,2,2,143,4798,70304,0.762,-33.82557,151.20362,97,0.1,197.9,4.43,1281
1235000,2,4,2,691,2638,50440,2.458,-33.77976,150.86393,36,0.1,197.9,33.4,1281
1180000,2,6,2,613,24373,22672,7.405,-33.8989,151.05729,37,0.1,197.9,14.61,1281
770000,1,3,1,543,22331,23140,5.904,-33.85861,150.98884,38,0.1,197.9,20.47,1281
5900000,3,5,2,803,3342,59228,1.684,-33.8077,151.26552,79,0.1,197.9,8.19,1280
4750000,2,4,2,670,6347,60060,2.728,-33.8112,151.2183,87,0.1,197.9,6.03,1280
3600000,2,4,1,195,10045,57356,0.865,-33.89314,151.26703,61,0.1,197.9,6.13,1280
3350000,3,3,2,334,11227,68952,1.627,-33.82708,151.22512,74,0.1,197.9,4.45,1280
2656000,2,5,2,727,792,59592,0.539,-34.03624,151.1585,6,0.1,197.9,19.56,1280
2300000,2,4,1,320,26592,41236,5.771,-33.91228,151.15592,14,0.1,197.9,7.23,1280
1850000,3,5,3,923,2995,51636,1.338,-33.72878,151.12144,187,0.1,197.9,17.2,1280
1475000,2,4,2,578,10126,23036,1.362,-33.9234,151.06765,39,0.1,197.9,14.66,1280
1460000,2,4,2,575,1058,34632,0.541,-33.49514,151.34642,3,0.1,197.9,42.95,1280
1320000,2,4,4,795,15284,38272,4.676,-34.03262,151.10521,23,0.1,197.9,20.95,1280
1314000,1,4,2,793,3109,43732,2.567,-33.98789,151.02589,64,0.1,197.9,21.79,1280
1290000,2,3,2,1214,1891,31824,4.134,-33.61162,150.82113,9,0.1,197.9,45.7,1280
1248000,3,5,4,544,24373,22672,7.405,-33.8989,151.05729,37,0.1,197.9,14.61,1280
1170000,2,2,2,569,15284,38272,4.676,-34.03262,151.10521,23,0.1,197.9,20.95,1280
1115000,2,3,2,544,4550,25844,3.683,-33.25799,151.54324,4,0.1,197.9,74.11,1280
1050000,2,2,2,132,3805,38012,2.198,-33.93894,151.2136,19,0.1,197.9,8.19,1280
1050000,2,4,3,556,5248,27092,5.708,-33.19331,151.5733,13,0.1,197.9,81.81,1280
4700000,4,4,3,575,5613,62660,1.662,-33.83,151.18555,44,0.1,197.9,4.5,1267
2650000,2,3,0,304,5884,67184,1.25,-33.81731,151.20149,77,0.1,197.9,5.36,1267
1500000,2,3,2,575,1318,33696,1.162,-33.36992,151.48476,27,0.1,197.9,60.56,1267
1200000,1,3,1,1739,9955,24128,3.094,-33.90435,150.90114,46,0.1,197.9,28.89,1267
1180000,3,5,2,502,15759,40716,14.949,-33.70698,150.70828,48,0.1,197.9,49.66,1267
925000,2,3,2,502,16733,29380,6.988,-33.5194,151.31264,8,0.1,197.9,39.51,1267
3925000,3,3,2,550,4584,39728,4.442,-33.46746,151.42812,0,0.1,197.9,48.53,1266
3750000,2,3,2,520,1737,59280,0.86,-33.80794,151.25683,72,0.1,197.9,7.69,1266
2641000,1,3,3,591,26592,41236,5.771,-33.91228,151.15592,14,0.1,197.9,7.23,1266
2400000,3,5,2,520,12786,34684,2.516,-33.96482,151.08475,62,0.1,197.9,16.01,1266
2300000,2,4,3,588,4692,39624,1.201,-33.91005,151.12854,28,0.1,197.9,9.03,1266
2300000,3,7,3,1144,1294,37440,5.879,-33.49756,151.40816,46,0.1,197.9,44.72,1266
2035000,1,3,2,398,10117,42172,1.928,-33.91857,151.20485,18,0.1,197.9,5.94,1266
1903250,1,3,2,715,4526,45344,2.333,-33.75872,151.09416,98,0.1,197.9,15.94,1266
1892000,4,6,3,950,4776,41704,3.04,-33.7743,150.75296,43,0.1,197.9,43.49,1266
1580000,1,2,0,167,26592,41236,5.771,-33.91228,151.15592,14,0.1,197.9,7.23,1266
1160000,2,4,2,600,3465,43004,1.061,-33.72521,150.91722,81,0.1,197.9,31.23,1266
1115000,2,4,3,620,16733,29380,6.988,-33.5194,151.31264,8,0.1,197.9,39.51,1266
1040000,1,4,2,835,4238,31252,2.079,-33.43514,151.35463,15,0.1,197.9,49.55,1266
1290000,3,5,2,550,4104,34320,4.586,-33.42768,151.372,20,0.1,197.9,50.8,1265
1200000,2,4,2,2010,16733,29380,6.988,-33.5194,151.31264,8,0.1,197.9,39.51,1265
1001000,3,6,2,689,3731,31772,3.336,-33.44017,151.31715,62,0.1,197.9,48.17,1265
925000,2,3,1,520,16733,29380,6.988,-33.5194,151.31264,8,0.1,197.9,39.51,1265
865000,2,2,1,107,11906,38272,1.006,-33.83004,151.0887,7,0.1,197.9,11.87,1265
4470000,3,4,2,1378,6347,60060,2.728,-33.8112,151.2183,87,0.1,197.9,6.03,1264
2225000,2,4,4,923,5660,36660,2.462,-33.79508,151.02527,54,0.1,197.9,18.77,1264
2000000,1,3,1,201,7311,51636,1.203,-33.89348,151.1372,29,0.1,197.9,7.42,1264
2000000,1,3,1,139,7616,58916,2.159,-33.87113,151.16107,37,0.1,197.9,4.57,1264
1230000,2,3,2,300,4238,31252,2.079,-33.43514,151.35463,15,0.1,197.9,49.55,1264
1000000,2,2,1,197,8845,20072,0.559,-33.87941,151.19845,23,0.1,197.9,1.9,1264
1000000,2,4,2,803,2743,33384,4.78,-33.37876,151.34724,120,0.1,197.9,55.43,1264
5270000,2,4,2,533,9165,62608,1.264,-33.88599,151.27703,26,0.1,197.9,6.63,1263
3100000,1,3,3,505,7006,72020,1.553,-33.82277,151.21527,66,0.1,197.9,4.73,1263
3015000,1,3,1,480,1376,44876,0.374,-33.86584,151.14375,10,0.1,197.9,6.12,1263
3000000,2,4,1,651,473,38584,1.657,-33.52117,151.36366,6,0.1,197.9,40.73,1263
2950000,3,4,1,220,10341,46228,1.517,-33.88889,151.18298,36,0.1,197.9,3.63,1263
2700000,1,3,2,1448,10539,31876,3.707,-33.96181,151.05799,48,0.1,197.9,17.67,1263
2650000,2,5,3,588,6160,48620,1.905,-33.78215,151.26601,31,0.1,197.9,10.57,1263
2305000,2,3,0,866,473,38584,1.657,-33.52117,151.36366,6,0.1,197.9,40.73,1263
2300000,4,4,2,1151,3751,40040,1.508,-33.79872,151.08981,58,0.1,197.9,13.34,1263
2191000,3,5,2,637,11906,38272,1.006,-33.83004,151.0887,7,0.1,197.9,11.87,1263
2000000,1,3,1,520,23841,35412,3.414,-33.88947,151.12753,38,0.1,197.9,8.08,1263
1930000,1,3,1,428,3329,38636,1.031,-33.90113,151.11777,21,0.1,197.9,9.41,1263
1691500,1,3,3,481,4097,31876,1.204,-33.94238,151.11532,41,0.1,197.9,12.24,1263
1660500,2,4,2,697,27971,46228,18.645,-33.69583,150.95622,78,0.1,197.9,30.08,1263
1660000,2,4,2,406,27971,46228,18.645,-33.69583,150.95622,78,0.1,197.9,30.08,1263
1528000,3,5,2,522,893,40820,1.128,-33.89271,151.03275,59,0.1,197.9,16.67,1263
1506000,1,3,1,645,1734,36296,1.359,-34.01833,151.12465,8,0.1,197.9,18.73,1263
1375000,1,2,0,885,473,38584,1.657,-33.52117,151.36366,6,0.1,197.9,40.73,1263
1370000,2,3,2,346,2833,33280,0.727,-33.89006,151.09611,21,0.1,197.9,10.88,1263
1357000,3,5,2,1012,16726,26000,6.256,-33.76791,150.8136,48,0.1,197.9,38.24,1263
1210000,3,4,2,606,4926,24908,1.987,-33.88245,151.02748,39,0.1,197.9,16.99,1263
1115000,1,2,1,392,3388,33904,0.957,-33.94651,151.14536,11,0.1,197.9,10.82,1263
1100000,3,5,2,450,4307,53196,6.357,-34.06839,150.72519,94,0.1,197.9,50.15,1263
1032000,1,4,1,490,24373,22672,7.405,-33.8989,151.05729,37,0.1,197.9,14.61,1263
1010000,2,5,1,556,11575,22620,3.217,-33.87024,150.92391,26,0.1,197.9,26.47,1263
940000,1,3,2,575,24373,22672,7.405,-33.8989,151.05729,37,0.1,197.9,14.61,1263
1540000,2,5,2,450,27971,46228,18.645,-33.69583,150.95622,78,0.1,197.9,30.08,1262
2980000,2,3,2,784,2554,50856,2.343,-33.78592,151.21481,78,0.1,197.9,8.8,1261
2400000,2,4,2,592,4584,39728,4.442,-33.46746,151.42812,0,0.1,197.9,48.53,1261
2275000,3,4,2,907,2735,39312,1.996,-33.48638,151.43476,19,0.1,197.9,46.9,1261
2030000,2,4,2,599,27971,46228,18.645,-33.69583,150.95622,78,0.1,197.9,30.08,1261
1981000,2,3,1,398,7233,34632,1.964,-33.913,151.1171,6,0.1,197.9,10.09,1261
1825000,3,4,4,771,941,34320,1.624,-33.32251,151.44816,5,0.1,197.9,64.12,1261
1610000,3,4,3,740,10974,22152,2.605,-33.88198,150.9227,28,0.1,197.9,26.64,1261
1350000,2,3,2,727,1294,37440,5.879,-33.49756,151.40816,46,0.1,197.9,44.72,1261
1310000,2,5,2,569,11349,38168,8.691,-33.44581,151.42873,68,0.1,197.9,50.75,1261
1230000,2,3,2,620,11349,38168,8.691,-33.44581,151.42873,68,0.1,197.9,50.75,1261
1049500,2,4,3,1038,4104,34320,4.586,-33.42768,151.372,20,0.1,197.9,50.8,1261
3275000,2,4,2,745,8323,72176,1.201,-33.83315,151.19595,55,0.1,197.9,3.78,1260
2225000,1,2,1,477,1660,39624,0.403,-33.98256,151.14633,6,0.1,197.9,14.29,1260
2100000,3,5,2,664,1058,34632,0.541,-33.49514,151.34642,3,0.1,197.9,42.95,1260
2006088,2,3,3,292,3233,36452,1.057,-33.97034,151.23962,28,0.1,197.9,11.99,1260
1685000,1,3,1,171,3880,53872,0.442,-33.90021,151.16983,30,0.1,197.9,5.37,1260
1500000,2,4,2,838,809,40456,1.194,-33.77156,150.66404,28,0.1,197.9,51.59,1260
1435000,3,3,5,512,7233,34632,1.964,-33.913,151.1171,6,0.1,197.9,10.09,1260
1380000,2,3,2,181,1661,45136,0.22,-33.99339,151.14479,6,0.1,197.9,15.45,1260
1280000,3,6,4,626,1326,28860,0.494,-33.51258,151.34636,3,0.1,197.9,41.1,1260
1165000,2,4,1,835,4006,26572,1.655,-33.34383,151.4961,15,0.1,197.9,63.63,1260
1000000,2,3,2,462,11349,38168,8.691,-33.44581,151.42873,68,0.1,197.9,50.75,1260
1000000,1,2,1,138,1660,39624,0.403,-33.98256,151.14633,6,0.1,197.9,14.29,1260
3600000,2,3,2,271,4736,67236,0.786,-33.91153,151.26289,28,0.1,197.9,7.11,1259
3500000,3,4,3,683,3169,39572,1.06,-34.01864,151.11234,1,0.1,197.9,19.27,1259
3260000,1,3,0,210,3066,64168,0.844,-33.89937,151.24727,57,0.1,197.9,5.13,1259
2700000,2,4,2,640,3805,38012,2.198,-33.93894,151.2136,19,0.1,197.9,8.19,1259
2540000,2,5,2,582,15284,38272,4.676,-34.03262,151.10521,23,0.1,197.9,20.95,1259
2400000,2,3,2,223,5495,72072,0.801,-33.82233,151.19286,85,0.1,197.9,5.0,1259
2000000,3,3,1,670,536,35568,1.257,-33.54226,151.30629,12,0.1,197.9,36.91,1259
1600000,3,5,2,466,27971,46228,18.645,-33.69583,150.95622,78,0.1,197.9,30.08,1259
1550000,2,4,3,734,1294,37440,5.879,-33.49756,151.40816,46,0.1,197.9,44.72,1259
1370000,2,3,2,192,4532,37232,1.152,-33.97235,151.14822,5,0.1,197.9,13.19,1259
1355000,2,3,2,195,5941,43524,0.762,-33.70949,151.1061,182,0.1,197.9,19.76,1259
1170000,2,3,2,224,2829,44200,1.035,-33.98536,151.09431,16,0.1,197.9,17.09,1259
1030000,2,3,3,777,2028,31668,1.116,-33.32678,151.44557,3,0.1,197.9,63.59,1259
3510000,3,4,1,202,9165,62608,1.264,-33.88599,151.27703,26,0.1,197.9,6.63,1258
2500000,1,3,2,727,3962,44408,1.86,-34.0446,151.1403,16,0.1,197.9,20.92,1258
2500000,1,2,2,297,10488,70512,1.28,-33.83489,151.21821,72,0.1,197.9,3.44,1258
2250000,3,4,2,575,2735,39312,1.996,-33.48638,151.43476,19,0.1,197.9,46.9,1258
2200000,3,5,2,789,2243,48152,1.654,-33.75721,151.0782,110,0.1,197.9,17.09,1258
1600000,2,5,3,2041,1963,36244,5.438,-34.05634,150.6729,88,0.1,197.9,53.97,1258
1400000,2,4,2,959,2238,50284,10.373,-34.0946,150.71838,95,0.1,197.9,52.06,1258
1150000,3,4,1,734,1602,36868,2.129,-33.45183,151.31618,4,0.1,197.9,46.89,1258
1043000,2,6,2,531,3731,31772,3.336,-33.44017,151.31715,62,0.1,197.9,48.17,1258
2650000,3,4,3,700,27971,46228,18.645,-33.69583,150.95622,78,0.1,197.9,30.08,1257
2505000,3,4,2,765,11349,38168,8.691,-33.44581,151.42873,68,0.1,197.9,50.75,1257
2280000,3,4,2,866,2995,51636,1.338,-33.72878,151.12144,187,0.1,197.9,17.2,1257
2130000,2,5,4,733,10539,31876,3.707,-33.96181,151.05799,48,0.1,197.9,17.67,1257
1800000,2,3,1,574,7457,41288,2.605,-33.75228,151.25889,119,0.1,197.9,13.32,1257
1375000,2,4,2,1087,3578,25272,1.717,-33.24468,151.50399,24,0.1,197.9,74.04,1257
1245000,3,5,2,552,4776,41704,3.04,-33.7743,150.75296,43,0.1,197.9,43.49,1257
1205562,2,2,0,110,1145,38844,0.27,-33.91673,151.16817,8,0.1,197.9,6.9,1257
1180000,2,4,2,607,1058,34632,0.541,-33.49514,151.34642,3,0.1,197.9,42.95,1257
3341000,1,3,1,1005,473,38584,1.657,-33.52117,151.36366,6,0.1,197.9,40.73,1256
3250000,2,3,2,611,1593,54704,2.716,-33.59895,151.32589,0,0.1,197.9,31.42,1256
3220000,4,5,4,714,2833,33280,0.727,-33.89006,151.09611,21,0.1,197.9,10.88,1256
2850000,1,2,1,208,10974,22152,2.605,-33.88198,150.9227,28,0.1,197.9,26.64,1256
2450000,2,5,1,449,7311,51636,1.203,-33.89348,151.1372,29,0.1,197.9,7.42,1256
2350000,3,5,2,898,7965,40092,5.462,-33.77572,151.01474,92,0.1,197.9,20.61,1256
2290000,3,4,2,1050,7668,44564,3.789,-33.75743,151.15575,117,0.1,197.9,12.96,1256
2285000,2,5,2,670,2663,37180,0.948,-33.97709,151.09318,40,0.1,197.9,16.45,1256
2170000,3,5,4,607,19627,27248,6.805,-33.86491,151.04789,28,0.1,197.9,14.99,1256
2151000,3,5,2,832,29822,25116,4.226,-33.96268,151.1006,64,0.1,197.9,14.81,1256
2100000,2,3,2,550,1035,47528,0.369,-33.98937,151.10096,12,0.1,197.9,17.07,1256
2047500,1,3,1,1018,14176,31616,5.608,-33.94767,151.01233,14,0.1,197.9,20.44,1256
2030000,1,2,0,418,5420,36088,3.574,-33.96419,151.25386,8,0.1,197.9,11.71,1256
2015000,1,3,1,202,13715,47528,2.122,-33.9047,151.13884,32,0.1,197.9,7.9,1256
2015000,2,3,2,525,2735,39312,1.996,-33.48638,151.43476,19,0.1,197.9,46.9,1256
2010000,2,3,1,607,3074,45292,1.205,-34.05003,151.10248,50,0.1,197.9,22.79,1256
2005000,2,4,2,365,4767,42952,1.036,-33.85783,151.08877,23,0.1,197.9,11.24,1256
2000000,2,6,2,1326,13248,37908,5.243,-33.79411,151.0117,56,0.1,197.9,19.97,1256
2000000,2,3,0,177,7616,58916,2.159,-33.87113,151.16107,37,0.1,197.9,4.57,1256
1875000,2,4,2,575,1318,33696,1.162,-33.36992,151.48476,27,0.1,197.9,60.56,1256
1800000,3,3,2,783,2733,45292,1.244,-34.05435,151.02929,120,0.1,197.9,26.82,1256
1760000,4,5,2,558,3966,31096,1.188,-33.793,150.97503,58,0.1,197.9,23.17,1256
1635000,2,4,2,630,2733,45292,1.244,-34.05435,151.02929,120,0.1,197.9,26.82,1256
1552000,2,4,4,486,1666,26572,0.369,-33.92577,151.10309,28,0.1,197.9,11.95,1256
1450000,3,3,1,626,1326,28860,0.494,-33.51258,151.34636,3,0.1,197.9,41.1,1256
1337000,2,3,1,315,11349,38168,8.691,-33.44581,151.42873,68,0.1,197.9,50.75,1256
1270000,2,3,1,929,22168,38792,8.386,-33.69724,151.10055,187,0.1,197.9,21.2,1256
1250000,2,4,2,664,11349,38168,8.691,-33.44581,151.42873,68,0.1,197.9,50.75,1256
1242000,2,3,1,481,4926,24908,1.987,-33.88245,151.02748,39,0.1,197.9,16.99,1256
1213000,2,3,2,569,11349,38168,8.691,-33.44581,151.42873,68,0.1,197.9,50.75,1256
1200000,3,4,2,557,11575,22620,3.217,-33.87024,150.92391,26,0.1,197.9,26.47,1256
1100000,1,3,2,714,2733,45292,1.244,-34.05435,151.02929,120,0.1,197.9,26.82,1256
1050000,2,5,2,465,2535,39468,1.123,-33.90019,150.84825,49,0.1,197.9,33.68,1256
1025000,2,5,2,822,3550,23504,1.017,-33.88405,150.96381,10,0.1,197.9,22.86,1256
1001000,2,4,4,651,27084,24232,6.356,-33.92148,150.91654,15,0.1,197.9,27.85,1256
1000000,2,5,2,450,6440,40768,1.693,-33.75523,150.88065,38,0.1,197.9,32.83,1256
931000,1,4,1,632,27084,24232,6.356,-33.92148,150.91654,15,0.1,197.9,27.85,1256
800000,2,4,1,301,1008,32500,23.354,-33.69979,150.81845,36,0.1,197.9,40.63,1256
715000,1,4,3,601,12566,30628,11.391,-34.06338,150.80766,65,0.1,197.9,43.19,1256
2750000,3,5,3,421,4584,39728,4.442,-33.46746,151.42812,0,0.1,197.9,48.53,1254
1850000,3,4,2,657,27971,46228,18.645,-33.69583,150.95622,78,0.1,197.9,30.08,1254
1457000,2,4,2,333,27971,46228,18.645,-33.69583,150.95622,78,0.1,197.9,30.08,1254
1355000,2,3,3,195,6994,56524,0.574,-33.82839,151.07771,4,0.1,197.9,12.9,1254
1206000,2,4,2,305,27971,46228,18.645,-33.69583,150.95622,78,0.1,197.9,30.08,1254
3980000,2,4,1,1031,3711,47788,2.331,-33.76741,151.18832,107,0.1,197.9,11.02,1253
3920000,3,5,2,1326,2995,51636,1.338,-33.72878,151.12144,187,0.1,197.9,17.2,1253
2450000,2,3,2,164,10488,70512,1.28,-33.83489,151.21821,72,0.1,197.9,3.44,1253
1265000,2,5,2,739,871,35828,1.322,-33.46901,151.31642,98,0.1,197.9,45.03,1253
1235000,3,4,2,512,7517,20696,1.474,-33.86713,150.94148,34,0.1,197.9,24.84,1253
1200000,2,3,2,708,2200,45084,1.497,-33.45608,151.43598,18,0.1,197.9,49.98,1253
1200000,1,4,2,604,11349,38168,8.691,-33.44581,151.42873,68,0.1,197.9,50.75,1253
1070000,4,5,2,330,7222,21268,1.828,-33.89292,150.91194,38,0.1,197.9,27.74,1253
1040000,3,5,3,876,7706,30992,2.72,-33.74925,150.89081,39,0.1,197.9,32.22,1253
3820000,3,6,2,487,2414,53612,1.276,-33.76971,151.28907,19,0.1,197.9,12.88,1252
2000000,2,5,2,733,15284,38272,4.676,-34.03262,151.10521,23,0.1,197.9,20.95,1252
1850000,2,3,2,379,13473,44876,8.643,-33.75137,151.22303,148,0.1,197.9,12.68,1252
1475000,3,4,5,1121,2855,44252,2.599,-34.03389,151.02834,91,0.1,197.9,25.14,1252
1250000,1,3,1,202,4532,37232,1.152,-33.97235,151.14822,5,0.1,197.9,13.19,1252
1050000,2,3,2,157,7007,37908,2.503,-33.86058,151.07927,17,0.1,197.9,12.1,1252
625000,1,3,2,607,12566,30628,11.391,-34.06338,150.80766,65,0.1,197.9,43.19,1252
4600000,3,4,2,265,1932,68380,0.343,-33.85546,151.19357,20,0.1,197.9,1.85,1251
3100000,3,5,2,1037,3711,47788,2.331,-33.76741,151.18832,107,0.1,197.9,11.02,1251
2300000,4,5,2,619,11658,42380,4.089,-34.03534,151.12423,22,0.1,197.9,20.47,1251
1915000,2,3,2,790,3074,45292,1.205,-34.05003,151.10248,50,0.1,197.9,22.79,1251
1860000,1,2,0,108,3097,25272,0.381,-33.89089,151.19334,24,0.1,197.9,3.24,1251
1732000,1,2,1,113,3097,25272,0.381,-33.89089,151.19334,24,0.1,197.9,3.24,1251
1535000,2,5,2,638,2855,44252,2.599,-34.03389,151.02834,91,0.1,197.9,25.14,1251
1261000,4,5,4,693,3729,35880,0.981,-33.94614,150.84429,50,0.1,197.9,34.99,1251
1250000,2,4,2,450,27971,46228,18.645,-33.69583,150.95622,78,0.1,197.9,30.08,1251
1035000,2,3,2,550,1891,31824,4.134,-33.61162,150.82113,9,0.1,197.9,45.7,1251
4406000,3,5,2,936,2995,51636,1.338,-33.72878,151.12144,187,0.1,197.9,17.2,1250
3500000,3,4,2,942,3354,51740,1.372,-33.82437,151.16033,37,0.1,197.9,6.44,1250
2705000,2,5,2,558,792,59592,0.539,-34.03624,151.1585,6,0.1,197.9,19.56,1250
2350000,3,4,3,307,10117,42172,1.928,-33.91857,151.20485,18,0.1,197.9,5.94,1250
2200000,2,3,5,1176,3751,40040,1.508,-33.79872,151.08981,58,0.1,197.9,13.34,1250
1915000,3,5,2,620,1294,37440,5.879,-33.49756,151.40816,46,0.1,197.9,44.72,1250
