price,num_bath,num_bed,num_parking,property_size,suburb_population,suburb_median_income,suburb_sqkm,suburb_lat,suburb_lng,suburb_elevation,cash_rate,property_inflation_index,km_from_cbd,days_since_sale
2350000,3,5,2,701,25813,34424,6.572,-33.87913,151.08118,43,1.5,171.9,12.01,2478
1625000,2,4,2,916,2918,30888,1.757,-33.27116,151.55658,20,1.5,171.9,73.32,2478
689000,2,4,2,648,12146,30316,6.938,-33.38486,151.47128,31,1.5,171.9,58.53,2478
665000,2,4,1,305,4307,53196,6.357,-34.06839,150.72519,94,1.5,171.9,50.15,2478
2600000,2,6,2,1265,5412,32188,1.785,-33.79216,151.05607,59,1.5,171.9,16.38,2477
1950000,3,5,1,663,6892,44460,2.405,-34.04951,151.08733,67,1.5,171.9,23.38,2477
1180000,1,3,1,607,5488,47736,2.101,-34.0069,151.08096,11,1.5,171.9,19.73,2477
1100000,1,3,2,973,6305,43576,10.218,-33.6556,151.10003,201,1.5,171.9,25.37,2477
910000,2,4,2,674,9747,38792,12.516,-33.94248,150.94138,15,1.5,171.9,26.27,2477
875000,3,5,1,302,7667,31200,2.701,-33.76065,150.93136,77,1.5,171.9,28.27,2477
860000,1,3,1,163,9278,39052,3.553,-34.0332,151.07224,96,1.5,171.9,22.57,2477
810000,2,5,2,638,12146,30316,6.938,-33.38486,151.47128,31,1.5,171.9,58.53,2477
740000,2,4,3,655,19897,38896,7.204,-33.79794,150.78794,59,1.5,171.9,39.76,2477
720000,2,4,3,639,19897,38896,7.204,-33.79794,150.78794,59,1.5,171.9,39.76,2477
660000,1,4,0,1427,7934,34632,8.242,-33.39553,151.33681,10,1.5,171.9,53.4,2477
615000,2,4,0,721,3700,32708,1.916,-33.41886,151.35564,25,1.5,171.9,51.31,2477
610000,2,4,2,541,6378,29796,2.525,-33.21142,151.50349,13,1.5,171.9,77.47,2477
545000,1,2,0,544,3731,31772,3.336,-33.44017,151.31715,62,1.5,171.9,48.17,2477
2600000,2,4,1,658,10670,45240,4.556,-33.67706,151.30276,15,1.5,171.9,22.57,2476
1375000,2,4,2,1108,997,54132,0.721,-33.65154,151.28137,73,1.5,171.9,24.6,2476
1150000,1,2,1,651,9278,39052,3.553,-34.0332,151.07224,96,1.5,171.9,22.57,2476
1108000,2,4,2,525,2735,39312,1.996,-33.48638,151.43476,19,1.5,171.9,46.9,2476
845000,2,4,2,620,7216,30108,3.018,-33.36629,151.4607,8,1.5,171.9,60.03,2476
780000,1,3,2,594,12146,30316,6.938,-33.38486,151.47128,31,1.5,171.9,58.53,2476
530000,1,3,1,680,5788,33644,2.519,-34.03797,150.81128,89,1.5,171.9,41.54,2476
432000,1,1,1,88,9747,38792,12.516,-33.94248,150.94138,15,1.5,171.9,26.27,2476
1532000,2,3,2,210,25813,34424,6.572,-33.87913,151.08118,43,1.5,171.9,12.01,2475
1300000,3,5,2,453,893,40820,1.128,-33.89271,151.03275,59,1.5,171.9,16.67,2475
950000,1,2,0,97,17252,35412,2.94,-33.86794,151.20998,65,1.5,171.9,0.31,2475
770000,2,4,3,481,7216,30108,3.018,-33.36629,151.4607,8,1.5,171.9,60.03,2475
722500,1,3,2,739,12566,30628,11.391,-34.06338,150.80766,65,1.5,171.9,43.19,2475
715000,1,4,4,771,7934,34632,8.242,-33.39553,151.33681,10,1.5,171.9,53.4,2475
710000,1,3,4,637,19897,38896,7.204,-33.79794,150.78794,59,1.5,171.9,39.76,2475
660000,1,3,1,809,3700,32708,1.916,-33.41886,151.35564,25,1.5,171.9,51.31,2475
436000,1,2,2,134,20236,22048,4.323,-33.92907,151.05159,22,1.5,171.9,16.27,2475
1700000,3,5,3,455,6219,37700,2.313,-33.99061,151.10947,37,1.5,171.9,16.73,2474
672000,2,3,2,593,5788,33644,2.519,-34.03797,150.81128,89,1.5,171.9,41.54,2470
2270000,3,4,2,354,9804,36452,3.933,-33.96403,151.23342,14,1.5,171.9,11.18,2468
1800000,1,3,4,1239,6197,32032,1.809,-33.82166,150.97206,29,1.5,171.9,22.54,2468
915000,2,5,2,627,19897,38896,7.204,-33.79794,150.78794,59,1.5,171.9,39.76,2468
1365000,3,6,2,1012,5488,47736,2.101,-34.0069,151.08096,11,1.5,171.9,19.73,2453
1485000,2,3,2,368,10670,45240,4.556,-33.67706,151.30276,15,1.5,171.9,22.57,2451
770000,2,5,2,883,3731,31772,3.336,-33.44017,151.31715,62,1.5,171.9,48.17,2451
560000,2,3,1,335,12146,30316,6.938,-33.38486,151.47128,31,1.5,171.9,58.53,2451
1200000,2,3,1,670,9278,39052,3.553,-34.0332,151.07224,96,1.5,171.9,22.57,2450
1010000,2,3,2,761,2735,39312,1.996,-33.48638,151.43476,19,1.5,171.9,46.9,2450
940000,1,3,2,669,9747,38792,12.516,-33.94248,150.94138,15,1.5,171.9,26.27,2450
585000,1,3,2,608,7934,34632,8.242,-33.39553,151.33681,10,1.5,171.9,53.4,2450
680000,1,3,1,752,3731,31772,3.336,-33.44017,151.31715,62,1.5,171.9,48.17,2449
375000,1,2,1,288,7934,34632,8.242,-33.39553,151.33681,10,1.5,171.9,53.4,2449
1039000,2,4,1,500,9278,39052,3.553,-34.0332,151.07224,96,1.5,171.9,22.57,2448
1010000,2,4,3,512,432,37700,0.562,-33.48838,151.30872,21,1.5,171.9,42.78,2447
670000,1,3,1,554,4774,28340,5.147,-33.43758,151.38853,19,1.5,171.9,50.24,2447
605000,1,3,1,596,5788,33644,2.519,-34.03797,150.81128,89,1.5,171.9,41.54,2447
580000,2,4,2,550,7216,30108,3.018,-33.36629,151.4607,8,1.5,171.9,60.03,2447
1086321,3,4,2,979,1294,37440,5.879,-33.49756,151.40816,46,1.5,171.9,44.72,2446
901500,2,4,2,823,4774,28340,5.147,-33.43758,151.38853,19,1.5,171.9,50.24,2444
535000,1,3,1,617,7934,34632,8.242,-33.39553,151.33681,10,1.5,171.9,53.4,2443
2375000,2,4,1,556,7139,55224,3.108,-33.79114,151.2431,86,1.5,171.9,8.76,2442
1175000,4,5,2,984,4774,28340,5.147,-33.43758,151.38853,19,1.5,171.9,50.24,2442
1050000,3,4,2,809,684,23972,1.273,-33.48389,151.38058,43,1.5,171.9,45.15,2442
999000,2,3,1,562,6892,44460,2.405,-34.04951,151.08733,67,1.5,171.9,23.38,2442
980000,3,5,5,983,2545,36764,4.925,-33.49914,151.39045,27,1.5,171.9,43.91,2442
535000,1,3,1,561,5788,33644,2.519,-34.03797,150.81128,89,1.5,171.9,41.54,2442
481000,1,2,1,401,7216,30108,3.018,-33.36629,151.4607,8,1.5,171.9,60.03,2442
899500,2,4,1,510,10012,36764,6.708,-33.93142,150.83406,66,1.5,171.9,35.53,2441
862250,1,3,3,377,9278,39052,3.553,-34.0332,151.07224,96,1.5,171.9,22.57,2441
770000,1,2,1,626,5488,47736,2.101,-34.0069,151.08096,11,1.5,171.9,19.73,2441
555000,2,2,1,105,7007,37908,2.503,-33.86058,151.07927,17,1.5,171.9,12.1,2441
945000,2,3,2,300,9747,38792,12.516,-33.94248,150.94138,15,1.5,171.9,26.27,2439
1116000,2,4,2,537,10468,51532,2.707,-33.70376,150.92052,72,1.5,171.9,32.23,2437
1000000,2,5,2,699,13451,27612,5.958,-33.76242,150.87007,44,1.5,171.9,33.46,2437
985000,1,3,3,731,9747,38792,12.516,-33.94248,150.94138,15,1.5,171.9,26.27,2437
937000,2,3,1,601,9278,39052,3.553,-34.0332,151.07224,96,1.5,171.9,22.57,2437
860000,2,3,1,704,14337,34996,4.733,-33.79196,150.9468,39,1.5,171.9,25.67,2437
667000,1,3,1,560,5730,34060,2.082,-34.02451,150.83058,47,1.5,171.9,39.27,2437
652000,2,3,2,263,14337,34996,4.733,-33.79196,150.9468,39,1.5,171.9,25.67,2437
600000,1,3,1,566,5788,33644,2.519,-34.03797,150.81128,89,1.5,171.9,41.54,2437
2500000,3,5,2,582,4238,31252,2.079,-33.43514,151.35463,15,1.5,171.9,49.55,2436
1557500,2,4,2,790,8780,39728,13.636,-33.72159,151.21169,156,1.5,171.9,15.92,2436
907000,3,4,3,550,3731,31772,3.336,-33.44017,151.31715,62,1.5,171.9,48.17,2436
680000,1,3,2,625,19897,38896,7.204,-33.79794,150.78794,59,1.5,171.9,39.76,2436
585000,1,3,1,487,7934,34632,8.242,-33.39553,151.33681,10,1.5,171.9,53.4,2436
1900000,3,4,2,1125,7457,41288,2.605,-33.75228,151.25889,119,1.5,171.9,13.32,2435
696000,1,3,2,636,19897,38896,7.204,-33.79794,150.78794,59,1.5,171.9,39.76,2435
660000,3,6,2,565,19897,38896,7.204,-33.79794,150.78794,59,1.5,171.9,39.76,2435
1340000,2,3,3,575,6892,44460,2.405,-34.04951,151.08733,67,1.5,171.9,23.38,2422
850000,2,3,2,245,10468,51532,2.707,-33.70376,150.92052,72,1.5,171.9,32.23,2422
805000,1,3,2,139,14533,39052,5.058,-33.85608,151.10677,6,1.5,171.9,9.6,2422
688000,1,3,2,605,3731,31772,3.336,-33.44017,151.31715,62,1.5,171.9,48.17,2422
685000,1,3,2,560,19897,38896,7.204,-33.79794,150.78794,59,1.5,171.9,39.76,2422
630000,1,3,1,569,8800,31980,3.734,-34.08405,150.81805,126,1.5,171.9,43.6,2422
546000,1,3,1,785,8800,31980,3.734,-34.08405,150.81805,126,1.5,171.9,43.6,2422
538000,1,3,1,788,8800,31980,3.734,-34.08405,150.81805,126,1.5,171.9,43.6,2422
510000,1,3,1,668,8800,31980,3.734,-34.08405,150.81805,126,1.5,171.9,43.6,2422
508000,1,3,1,652,8800,31980,3.734,-34.08405,150.81805,126,1.5,171.9,43.6,2422
490000,1,3,1,571,8800,31980,3.734,-34.08405,150.81805,126,1.5,171.9,43.6,2422
717000,1,3,2,450,14337,34996,4.733,-33.79196,150.9468,39,1.5,171.9,25.67,2421
655000,2,3,1,556,7216,30108,3.018,-33.36629,151.4607,8,1.5,171.9,60.03,2421
635000,2,5,3,554,7216,30108,3.018,-33.36629,151.4607,8,1.5,171.9,60.03,2421
2600000,2,3,1,416,5884,67184,1.25,-33.81731,151.20149,77,1.5,171.9,5.36,2420
1475000,2,4,2,1066,10468,51532,2.707,-33.70376,150.92052,72,1.5,171.9,32.23,2420
1080000,2,4,4,721,22802,33800,8.969,-33.82378,150.93855,62,1.5,171.9,25.53,2420
1030000,3,4,2,558,22802,33800,8.969,-33.82378,150.93855,62,1.5,171.9,25.53,2420
785000,2,4,2,224,14337,34996,4.733,-33.79196,150.9468,39,1.5,171.9,25.67,2420
682600,1,3,2,200,14337,34996,4.733,-33.79196,150.9468,39,1.5,171.9,25.67,2420
3365000,3,4,1,228,15866,66560,5.567,-33.80338,151.29117,42,1.5,171.9,10.17,2419
2380000,3,4,2,746,14533,39052,5.058,-33.85608,151.10677,6,1.5,171.9,9.6,2419
2350000,3,4,2,739,7668,44564,3.789,-33.75743,151.15575,117,1.5,171.9,12.96,2419
1600000,2,4,1,526,9804,36452,3.933,-33.96403,151.23342,14,1.5,171.9,11.18,2419
1200000,2,3,2,882,590,48880,0.399,-33.97576,150.99327,32,1.5,171.9,23.49,2419
1100000,1,3,1,628,6892,44460,2.405,-34.04951,151.08733,67,1.5,171.9,23.38,2419
880000,2,3,2,300,9747,38792,12.516,-33.94248,150.94138,15,1.5,171.9,26.27,2419
2450000,1,3,0,202,15866,66560,5.567,-33.80338,151.29117,42,1.5,171.9,10.17,2418
1815000,2,4,3,247,5502,39260,1.132,-33.93221,151.25393,71,1.5,171.9,8.48,2418
1400000,2,4,2,910,1602,36868,2.129,-33.45183,151.31618,4,1.5,171.9,46.89,2418
1250000,1,3,2,803,6892,44460,2.405,-34.04951,151.08733,67,1.5,171.9,23.38,2418
1175000,3,5,3,1136,8670,22204,3.042,-33.89333,150.88877,53,1.5,171.9,29.87,2418
951000,2,4,1,556,22802,33800,8.969,-33.82378,150.93855,62,1.5,171.9,25.53,2418
842000,2,4,2,558,10468,51532,2.707,-33.70376,150.92052,72,1.5,171.9,32.23,2418
1990000,1,3,0,316,5884,67184,1.25,-33.81731,151.20149,77,1.5,171.9,5.36,2416
1030000,3,4,2,569,6892,44460,2.405,-34.04951,151.08733,67,1.5,171.9,23.38,2416
980000,1,2,1,758,6305,43576,10.218,-33.6556,151.10003,201,1.5,171.9,25.37,2416
535000,1,2,1,111,14337,34996,4.733,-33.79196,150.9468,39,1.5,171.9,25.67,2416
1050000,1,2,1,681,767,30004,0.299,-33.8212,150.98881,31,1.5,171.9,21.04,2415
769000,2,3,2,375,5177,44044,2.555,-33.91254,150.84322,54,1.5,171.9,34.32,2415
585000,1,3,1,569,3700,32708,1.916,-33.41886,151.35564,25,1.5,171.9,51.31,2415
570000,2,2,1,173,9747,38792,12.516,-33.94248,150.94138,15,1.5,171.9,26.27,2415
3150000,2,2,2,221,12911,73944,1.627,-33.88334,151.22781,53,1.5,171.9,2.61,2414
1000000,3,4,2,708,9747,38792,12.516,-33.94248,150.94138,15,1.5,171.9,26.27,2414
700000,2,3,2,557,11575,22620,3.217,-33.87024,150.92391,26,1.5,171.9,26.47,2414
675000,2,4,2,594,7216,30108,3.018,-33.36629,151.4607,8,1.5,171.9,60.03,2414
625000,1,3,2,562,8800,31980,3.734,-34.08405,150.81805,126,1.5,171.9,43.6,2414
2508000,2,3,2,556,4172,45552,0.935,-33.79541,151.20101,95,1.5,171.9,7.78,2413
1511000,2,3,4,883,7457,41288,2.605,-33.75228,151.25889,119,1.5,171.9,13.32,2413
1375000,2,3,1,765,9278,39052,3.553,-34.0332,151.07224,96,1.5,171.9,22.57,2413
1190000,2,4,1,594,9278,39052,3.553,-34.0332,151.07224,96,1.5,171.9,22.57,2413
980000,2,2,1,138,16030,24856,2.435,-33.87838,151.10412,33,1.5,171.9,9.9,2413
3000000,2,4,1,133,12911,73944,1.627,-33.88334,151.22781,53,1.5,171.9,2.61,2412
2850000,1,4,0,132,12911,73944,1.627,-33.88334,151.22781,53,1.5,171.9,2.61,2412
2275000,2,4,2,520,7139,55224,3.108,-33.79114,151.2431,86,1.5,171.9,8.76,2412
1240000,2,4,2,1777,6892,44460,2.405,-34.04951,151.08733,67,1.5,171.9,23.38,2412
1160000,1,2,1,607,9278,39052,3.553,-34.0332,151.07224,96,1.5,171.9,22.57,2412
610000,1,3,2,550,7216,30108,3.018,-33.36629,151.4607,8,1.5,171.9,60.03,2412
570000,1,4,1,645,7934,34632,8.242,-33.39553,151.33681,10,1.5,171.9,53.4,2412
3131000,2,4,0,348,15866,66560,5.567,-33.80338,151.29117,42,1.5,171.9,10.17,2411
1970000,2,3,0,101,12911,73944,1.627,-33.88334,151.22781,53,1.5,171.9,2.61,2411
1865000,3,5,2,765,6892,44460,2.405,-34.04951,151.08733,67,1.5,171.9,23.38,2411
1790000,3,5,2,783,5488,47736,2.101,-34.0069,151.08096,11,1.5,171.9,19.73,2411
1775000,1,3,2,467,10117,42172,1.928,-33.91857,151.20485,18,1.5,171.9,5.94,2411
1420000,2,4,2,664,7457,41288,2.605,-33.75228,151.25889,119,1.5,171.9,13.32,2411
954000,1,3,2,905,5488,47736,2.101,-34.0069,151.08096,11,1.5,171.9,19.73,2411
650000,1,2,1,100,25813,34424,6.572,-33.87913,151.08118,43,1.5,171.9,12.01,2411
1830000,2,4,3,835,2978,38428,3.19,-33.75738,151.18183,78,1.5,171.9,12.23,2410
710000,1,4,1,562,3731,31772,3.336,-33.44017,151.31715,62,1.5,171.9,48.17,2410
2850000,2,4,3,514,5884,67184,1.25,-33.81731,151.20149,77,1.5,171.9,5.36,2409
1000000,2,3,2,640,22802,33800,8.969,-33.82378,150.93855,62,1.5,171.9,25.53,2409
765000,2,4,2,651,3731,31772,3.336,-33.44017,151.31715,62,1.5,171.9,48.17,2409
705000,2,3,1,678,22802,33800,8.969,-33.82378,150.93855,62,1.5,171.9,25.53,2409
655000,1,4,4,563,9301,33228,4.782,-33.76129,150.72784,42,1.5,171.9,46.09,2409
525000,1,2,1,311,4539,39832,4.236,-34.08232,150.70072,82,1.5,171.9,52.86,2409
2138888,3,5,2,845,5488,47736,2.101,-34.0069,151.08096,11,1.5,171.9,19.73,2408
1820000,1,2,0,110,12911,73944,1.627,-33.88334,151.22781,53,1.5,171.9,2.61,2408
840000,2,4,2,303,14337,34996,4.733,-33.79196,150.9468,39,1.5,171.9,25.67,2408
710000,1,3,1,626,14337,34996,4.733,-33.79196,150.9468,39,1.5,171.9,25.67,2408
450000,1,2,1,106,14337,34996,4.733,-33.79196,150.9468,39,1.5,171.9,25.67,2408
715000,2,4,2,581,8800,31980,3.734,-34.08405,150.81805,126,1.5,171.9,43.6,2407
597000,1,4,2,612,7934,34632,8.242,-33.39553,151.33681,10,1.5,171.9,53.4,2407
1010000,1,2,2,509,19733,31512,4.366,-33.95213,151.1183,50,1.5,169.8,12.84,2394
710000,1,3,1,680,9311,22724,2.504,-33.93623,150.89729,34,1.5,169.8,29.97,2394
1900000,2,2,1,159,15866,66560,5.567,-33.80338,151.29117,42,1.5,169.8,10.17,2393
1005000,2,3,2,500,432,37700,0.562,-33.48838,151.30872,21,1.5,169.8,42.78,2393
985000,2,4,2,504,5177,44044,2.555,-33.91254,150.84322,54,1.5,169.8,34.32,2393
655000,1,3,3,1380,4539,39832,4.236,-34.08232,150.70072,82,1.5,169.8,52.86,2393
903000,1,2,1,248,19733,31512,4.366,-33.95213,151.1183,50,1.5,169.8,12.84,2392
890000,2,3,2,169,12786,34684,2.516,-33.96482,151.08475,62,1.5,169.8,16.01,2392
545000,2,3,1,556,7216,30108,3.018,-33.36629,151.4607,8,1.5,169.8,60.03,2392
2250000,4,5,2,695,5606,40768,2.679,-33.98105,151.04426,47,1.5,169.8,20.0,2391
2130000,3,4,2,335,5884,67184,1.25,-33.81731,151.20149,77,1.5,169.8,5.36,2391
1415000,2,5,2,513,6305,43576,10.218,-33.6556,151.10003,201,1.5,169.8,25.37,2391
1395000,2,4,1,574,11658,42380,4.089,-34.03534,151.12423,22,1.5,169.8,20.47,2391
1350000,2,4,1,746,6305,43576,10.218,-33.6556,151.10003,201,1.5,169.8,25.37,2391
1100000,2,3,1,841,530,29588,0.55,-33.36239,151.49762,21,1.5,169.8,61.83,2391
750000,2,4,2,885,4539,39832,4.236,-34.08232,150.70072,82,1.5,169.8,52.86,2391
530000,2,3,1,664,3511,27456,2.094,-33.22787,151.53669,15,1.5,169.8,76.92,2391
300500,1,2,1,76,8800,31980,3.734,-34.08405,150.81805,126,1.5,169.8,43.6,2391
3870000,5,5,2,930,1390,51636,0.607,-34.06716,151.11552,42,1.5,169.8,24.05,2390
3000000,3,5,4,1326,5606,40768,2.679,-33.98105,151.04426,47,1.5,169.8,20.0,2390
1700000,3,5,2,923,5606,40768,2.679,-33.98105,151.04426,47,1.5,169.8,20.0,2390
1375000,1,2,0,158,10488,70512,1.28,-33.83489,151.21821,72,1.5,169.8,3.44,2390
1370000,1,3,3,645,10737,33644,4.135,-33.8105,151.06162,40,1.5,169.8,15.0,2390
1360000,1,3,2,664,19733,31512,4.366,-33.95213,151.1183,50,1.5,169.8,12.84,2390
1352000,1,2,2,809,32113,23556,6.393,-33.91991,151.03125,21,1.5,169.8,17.61,2390
1290000,2,4,3,727,6219,37700,2.313,-33.99061,151.10947,37,1.5,169.8,16.73,2390
1152000,1,4,2,809,3103,24596,1.196,-33.89192,151.02094,36,1.5,169.8,17.73,2390
1118000,1,3,2,436,19627,27248,6.805,-33.86491,151.04789,28,1.5,169.8,14.99,2390
1085000,3,5,4,450,12551,29276,9.568,-34.03164,150.84989,71,1.5,169.8,38.06,2390
880000,1,2,1,110,16030,24856,2.435,-33.87838,151.10412,33,1.5,169.8,9.9,2390
782500,1,3,2,696,6197,32032,1.809,-33.82166,150.97206,29,1.5,169.8,22.54,2390
782000,1,3,1,803,9311,22724,2.504,-33.93623,150.89729,34,1.5,169.8,29.97,2390
644000,1,3,1,581,9301,33228,4.782,-33.76129,150.72784,42,1.5,169.8,46.09,2390
492000,1,2,2,134,32113,23556,6.393,-33.91991,151.03125,21,1.5,169.8,17.61,2390
1800000,2,3,3,2139,16030,24856,2.435,-33.87838,151.10412,33,1.5,169.8,9.9,2388
927000,2,2,1,112,10078,45604,0.805,-33.90769,151.2083,23,1.5,169.8,4.72,2388
625000,1,3,0,563,4539,39832,4.236,-34.08232,150.70072,82,1.5,169.8,52.86,2388
2140000,2,4,1,1024,7668,44564,3.789,-33.75743,151.15575,117,1.5,169.8,12.96,2387
380000,1,2,1,86,17023,22204,2.187,-33.91825,151.07547,33,1.5,169.8,13.76,2387
927500,2,4,2,936,4539,39832,4.236,-34.08232,150.70072,82,1.5,169.8,52.86,2386
845000,1,3,1,556,6197,32032,1.809,-33.82166,150.97206,29,1.5,169.8,22.54,2386
820000,2,3,1,600,6892,44460,2.405,-34.04951,151.08733,67,1.5,169.8,23.38,2386
640000,1,3,1,531,3731,31772,3.336,-33.44017,151.31715,62,1.5,169.8,48.17,2386
2100000,2,5,3,904,7668,44564,3.789,-33.75743,151.15575,117,1.5,169.8,12.96,2385
1155000,1,3,1,543,9278,39052,3.553,-34.0332,151.07224,96,1.5,169.8,22.57,2385
750000,2,3,1,303,5177,44044,2.555,-33.91254,150.84322,54,1.5,169.8,34.32,2385
678000,2,4,1,300,4765,50336,13.744,-33.99074,150.74247,81,1.5,169.8,45.41,2385
2600000,1,3,4,1081,10117,42172,1.928,-33.91857,151.20485,18,1.5,169.8,5.94,2384
2350000,4,5,2,986,227,35828,0.606,-33.52699,151.35541,44,1.5,169.8,39.86,2384
1850000,2,3,0,381,10488,70512,1.28,-33.83489,151.21821,72,1.5,169.8,3.44,2384
1710000,2,5,4,440,704,37284,0.626,-33.97947,151.23111,16,1.5,169.8,12.83,2384
1700000,3,4,1,490,10817,46800,3.211,-33.94907,151.19881,6,1.5,169.8,9.37,2384
1200000,1,3,1,249,19733,31512,4.366,-33.95213,151.1183,50,1.5,169.8,12.84,2384
1154000,2,3,1,562,6892,44460,2.405,-34.04951,151.08733,67,1.5,169.8,23.38,2384
1025000,2,3,3,558,11658,42380,4.089,-34.03534,151.12423,22,1.5,169.8,20.47,2384
850000,4,6,3,683,3700,32708,1.916,-33.41886,151.35564,25,1.5,169.8,51.31,2384
663000,1,4,2,574,5892,33696,8.905,-33.63042,150.79928,18,1.5,169.8,46.1,2384
500000,1,3,1,687,3511,27456,2.094,-33.22787,151.53669,15,1.5,169.8,76.92,2384
3400000,1,3,3,1170,1734,36296,1.359,-34.01833,151.12465,8,1.5,169.8,18.73,2383
1950000,2,3,2,1670,6892,44460,2.405,-34.04951,151.08733,67,1.5,169.8,23.38,2383
1655000,2,4,3,930,10737,33644,4.135,-33.8105,151.06162,40,1.5,169.8,15.0,2383
1510000,3,5,2,727,5606,40768,2.679,-33.98105,151.04426,47,1.5,169.8,20.0,2383
1400000,2,3,0,955,5606,40768,2.679,-33.98105,151.04426,47,1.5,169.8,20.0,2383
1306000,1,4,2,531,10860,36712,5.36,-33.79673,151.1332,59,1.5,169.8,10.39,2383
805000,2,4,2,573,11575,22620,3.217,-33.87024,150.92391,26,1.5,169.8,26.47,2383
660000,1,1,1,59,4798,70304,0.762,-33.82557,151.20362,97,1.5,169.8,4.43,2383
1350000,3,5,2,929,6305,43576,10.218,-33.6556,151.10003,201,1.5,169.8,25.37,2381
1205000,1,3,2,564,10737,33644,4.135,-33.8105,151.06162,40,1.5,169.8,15.0,2381
1510000,1,3,2,402,10817,46800,3.211,-33.94907,151.19881,6,1.5,169.8,9.37,2380
1050000,3,5,2,400,5177,44044,2.555,-33.91254,150.84322,54,1.5,169.8,34.32,2380
1830000,1,3,2,1019,7668,44564,3.789,-33.75743,151.15575,117,1.5,169.8,12.96,2379
1830000,3,5,2,803,6892,44460,2.405,-34.04951,151.08733,67,1.5,169.8,23.38,2379
1080000,1,3,1,141,19733,31512,4.366,-33.95213,151.1183,50,1.5,169.8,12.84,2379
946000,1,3,3,569,9278,39052,3.553,-34.0332,151.07224,96,1.5,169.8,22.57,2379
775000,2,4,2,373,4985,51116,6.388,-34.02724,150.77608,117,1.5,169.8,43.95,2379
690000,2,2,1,127,19733,31512,4.366,-33.95213,151.1183,50,1.5,169.8,12.84,2379
2425000,3,5,3,465,8207,48932,2.197,-33.71505,151.29588,0,1.5,169.8,18.45,2378
2300000,2,4,2,650,3962,44408,1.86,-34.0446,151.1403,16,1.5,169.8,20.92,2378
1443500,3,4,2,512,7457,41288,2.605,-33.75228,151.25889,119,1.5,169.8,13.32,2378
1275000,2,4,2,879,6305,43576,10.218,-33.6556,151.10003,201,1.5,169.8,25.37,2378
948000,2,4,2,473,5177,44044,2.555,-33.91254,150.84322,54,1.5,169.8,34.32,2378
945000,2,2,1,111,10078,45604,0.805,-33.90769,151.2083,23,1.5,169.8,4.72,2378
768000,2,4,2,390,4765,50336,13.744,-33.99074,150.74247,81,1.5,169.8,45.41,2378
750000,2,3,1,692,5051,43992,6.995,-33.76592,150.62573,199,1.5,169.8,55.19,2378
400000,1,2,1,87,17023,22204,2.187,-33.91825,151.07547,33,1.5,169.8,13.76,2378
1400000,2,3,2,140,10117,42172,1.928,-33.91857,151.20485,18,1.5,169.8,5.94,2376
1100000,1,3,1,314,15534,33852,2.477,-33.95426,151.1404,19,1.5,169.8,11.79,2376
1800000,2,4,2,556,8207,48932,2.197,-33.71505,151.29588,0,1.5,169.8,18.45,2363
1010000,2,3,2,601,17375,41756,9.233,-34.05778,151.01793,147,1.5,169.8,27.77,2363
765000,3,5,2,879,4539,39832,4.236,-34.08232,150.70072,82,1.5,169.8,52.86,2363
605000,2,2,1,102,19627,27248,6.805,-33.86491,151.04789,28,1.5,169.8,14.99,2363
565000,1,2,1,131,7247,30680,1.964,-33.80402,150.95535,52,1.5,169.8,24.52,2363
360000,1,2,1,88,17023,22204,2.187,-33.91825,151.07547,33,1.5,169.8,13.76,2363
2865000,1,3,2,228,4798,70304,0.762,-33.82557,151.20362,97,1.5,169.8,4.43,2362
2500000,4,5,2,885,598,46800,0.259,-34.06337,151.12578,26,1.5,169.8,23.32,2362
1900000,2,3,1,417,1546,42172,0.317,-33.85759,151.13219,21,1.5,169.8,7.24,2362
1860000,3,4,2,556,7457,41288,2.605,-33.75228,151.25889,119,1.5,169.8,13.32,2362
1680000,4,5,2,450,12786,34684,2.516,-33.96482,151.08475,62,1.5,169.8,16.01,2362
1625000,3,4,2,937,8780,39728,13.636,-33.72159,151.21169,156,1.5,169.8,15.92,2362
1022000,1,2,2,600,19627,27248,6.805,-33.86491,151.04789,28,1.5,169.8,14.99,2362
770000,1,3,2,702,11575,22620,3.217,-33.87024,150.92391,26,1.5,169.8,26.47,2362
737000,1,2,1,581,17375,41756,9.233,-34.05778,151.01793,147,1.5,169.8,27.77,2362
1040000,3,5,4,587,9301,33228,4.782,-33.76129,150.72784,42,1.5,169.8,46.09,2360
770000,2,4,2,501,4765,50336,13.744,-33.99074,150.74247,81,1.5,169.8,45.41,2360
740000,2,4,2,841,4539,39832,4.236,-34.08232,150.70072,82,1.5,169.8,52.86,2360
1620000,3,4,2,696,8780,39728,13.636,-33.72159,151.21169,156,1.5,169.8,15.92,2359
1070000,3,6,3,844,5619,37648,4.186,-33.78664,150.82899,70,1.5,169.8,36.32,2359
950000,1,3,2,808,6197,32032,1.809,-33.82166,150.97206,29,1.5,169.8,22.54,2359
550000,2,2,1,669,3700,32708,1.916,-33.41886,151.35564,25,1.5,169.8,51.31,2359
480000,1,3,2,692,3700,32708,1.916,-33.41886,151.35564,25,1.5,169.8,51.31,2359
1570000,2,4,2,1292,17371,47424,9.766,-33.72353,151.11725,194,1.5,169.8,17.9,2358
1420000,2,4,2,715,4740,32188,1.347,-33.80329,151.04263,30,1.5,169.8,16.94,2358
