price,suburb,num_bath,num_bed,num_parking,property_size,type,suburb_population,suburb_median_income,suburb_sqkm,suburb_lat,suburb_lng,suburb_elevation,cash_rate,property_inflation_index,km_from_cbd,days_since_sale
1230000,Ultimo,1,2,0,69,Terrace,8845,20072,0.559,-33.87941,151.19845,23,0.25,172.6,1.9,1468
1035000,Hinchinbrook,2,5,2,970,House,11222,30732,3.228,-33.91752,150.86179,36,0.25,172.6,32.72,1468
925000,Glenmore Park,2,4,2,893,House,23004,45916,9.74,-33.79317,150.68049,54,0.25,172.6,49.65,1468
1520000,Epping,2,4,2,809,House,23688,37024,6.838,-33.77377,151.07681,101,0.25,172.6,15.95,1467
1680000,Connells Point,3,4,1,860,House,2829,44200,1.035,-33.98536,151.09431,16,0.25,172.6,17.09,1466
1375000,Shelly Beach,3,5,4,465,House,1318,33696,1.162,-33.36992,151.48476,27,0.25,172.6,60.56,1466
1120000,Rockdale,1,2,1,297,Semi-Detached,15534,33852,2.477,-33.95426,151.1404,19,0.25,172.6,11.79,1466
1065000,Camden,1,3,2,853,House,3230,37492,4.638,-34.05877,150.69373,82,0.25,172.6,52.32,1466
1025000,Padstow,2,5,2,575,House,13306,32292,5.402,-33.95023,151.03068,17,0.25,172.6,19.07,1466
952000,Pyrmont,2,2,1,135,Apartment / Unit / Flat,12813,57772,0.933,-33.86923,151.19249,27,0.25,172.6,1.67,1466
940000,Wentworthville,1,2,3,677,House,11318,34320,3.101,-33.80641,150.96973,26,0.25,172.6,23.17,1466
885000,Caringbah South,1,2,1,205,Townhouse,12242,42172,4.092,-34.05314,151.1205,52,0.25,172.6,22.43,1466
550000,Wyoming,1,3,2,687,House,10134,29380,7.138,-33.40534,151.3625,32,0.25,172.6,52.93,1466
2035000,Taren Point,3,5,2,746,House,1734,36296,1.359,-34.01833,151.12465,8,0.25,172.6,18.73,1465
1400000,Pearl Beach,1,3,1,550,House,536,35568,1.257,-33.54226,151.30629,12,0.25,172.6,36.91,1465
1350000,Cheltenham,1,4,2,934,House,2243,48152,1.654,-33.75721,151.0782,110,0.25,172.6,17.09,1465
1300000,Dulwich Hill,1,2,0,177,House,13715,47528,2.122,-33.9047,151.13884,32,0.25,172.6,7.9,1465
1300000,Padstow,1,2,2,790,House,13306,32292,5.402,-33.95023,151.03068,17,0.25,172.6,19.07,1465
3700000,Paddington,3,4,0,215,House,12911,73944,1.627,-33.88334,151.22781,53,0.25,172.6,2.61,1464
1830000,Warrawee,3,4,2,923,House,2995,51636,1.338,-33.72878,151.12144,187,0.25,172.6,17.2,1464
1700000,Sandringham,1,3,2,588,House,1238,39728,0.495,-33.99813,151.14125,3,0.25,172.6,16.06,1464
1251000,Lurnea,3,5,2,601,House,9311,22724,2.504,-33.93623,150.89729,34,0.25,172.6,29.97,1464
1020000,Bateau Bay,2,4,2,741,House,12146,30316,6.938,-33.38486,151.47128,31,0.25,172.6,58.53,1464
1015000,Rouse Hill,2,3,2,450,Townhouse,7965,45812,10.638,-33.67757,150.91278,45,0.25,172.6,34.5,1464
925000,Ermington,2,3,2,389,Townhouse,10737,33644,4.135,-33.8105,151.06162,40,0.25,172.6,15.0,1464
840000,Bateau Bay,2,4,2,569,House,12146,30316,6.938,-33.38486,151.47128,31,0.25,172.6,58.53,1464
835000,Schofields,2,4,2,325,House,4983,42744,13.875,-33.70583,150.8735,29,0.25,172.6,35.82,1464
1225000,Pleasure Point,2,4,2,522,House,528,52312,1.55,-33.97238,150.98179,40,0.25,172.6,24.22,1463
1065000,Sydney,2,2,1,116,Apartment / Unit / Flat,17252,35412,2.94,-33.86794,151.20998,65,0.25,172.6,0.31,1463
840000,Wyoming,2,3,3,604,House,10134,29380,7.138,-33.40534,151.3625,32,0.25,172.6,52.93,1463
698000,Wyoming,1,3,2,569,House,10134,29380,7.138,-33.40534,151.3625,32,0.25,172.6,52.93,1463
568000,Bateau Bay,1,3,1,566,House,12146,30316,6.938,-33.38486,151.47128,31,0.25,172.6,58.53,1463
2250000,Northwood,2,4,2,628,House,982,72124,0.382,-33.82882,151.17883,42,0.25,172.6,4.95,1462
2000000,Killarney Heights,2,5,2,765,House,4469,43836,4.244,-33.7725,151.22111,105,0.25,172.6,10.33,1462
1930000,Lilli Pilli,2,4,2,1587,House,1390,51636,0.607,-34.06716,151.11552,42,0.25,172.6,24.05,1462
1488000,St Huberts Island,2,3,2,664,House,1058,34632,0.541,-33.49514,151.34642,3,0.25,172.6,42.95,1462
1460000,Connells Point,1,3,2,674,House,2829,44200,1.035,-33.98536,151.09431,16,0.25,172.6,17.09,1462
1350000,Redfern,1,2,0,90,Terrace,13213,51532,1.172,-33.89313,151.20653,40,0.25,172.6,3.12,1462
1310000,Turrella,2,3,2,553,House,2511,32292,0.64,-33.93041,151.14096,15,0.25,172.6,9.65,1462
1180000,Wentworthville,2,5,1,1237,House,11318,34320,3.101,-33.80641,150.96973,26,0.25,172.6,23.17,1462
1150000,Bateau Bay,1,1,0,651,House,12146,30316,6.938,-33.38486,151.47128,31,0.25,172.6,58.53,1462
1150000,Potts Hill,3,4,2,363,House,893,40820,1.128,-33.89271,151.03275,59,0.25,172.6,16.67,1462
1149000,Pearl Beach,2,3,1,386,Semi-Detached,536,35568,1.257,-33.54226,151.30629,12,0.25,172.6,36.91,1462
830000,Jordan Springs,2,5,2,507,House,5156,50076,3.981,-33.72309,150.73341,44,0.25,172.6,46.85,1462
800000,Ermington,2,3,1,189,Townhouse,10737,33644,4.135,-33.8105,151.06162,40,0.25,172.6,15.0,1462
685000,Jordan Springs,2,3,1,300,House,5156,50076,3.981,-33.72309,150.73341,44,0.25,172.6,46.85,1462
3025000,Caringbah South,2,4,2,948,House,12242,42172,4.092,-34.05314,151.1205,52,0.25,172.6,22.43,1461
2405000,South Hurstville,4,5,2,563,House,5147,30784,1.042,-33.97767,151.10598,37,0.25,172.6,15.75,1461
2220000,Redfern,2,4,1,133,House,13213,51532,1.172,-33.89313,151.20653,40,0.25,172.6,3.12,1461
2135000,Kyle Bay,1,3,2,877,House,1035,47528,0.369,-33.98937,151.10096,12,0.25,172.6,17.07,1461
2000000,Hunters Hill,1,2,2,471,House,9528,48828,3.632,-33.83054,151.14729,2,0.25,172.6,6.95,1461
1932000,Killarney Heights,2,4,2,696,House,4469,43836,4.244,-33.7725,151.22111,105,0.25,172.6,10.33,1461
1922000,Epping,2,4,4,841,House,23688,37024,6.838,-33.77377,151.07681,101,0.25,172.6,15.95,1461
1760000,Ashbury,2,3,1,325,House,3329,38636,1.031,-33.90113,151.11777,21,0.25,172.6,9.41,1461
1710000,Yowie Bay,2,6,2,537,House,3074,45292,1.205,-34.05003,151.10248,50,0.25,172.6,22.79,1461
1550000,Redfern,2,3,1,176,House,13213,51532,1.172,-33.89313,151.20653,40,0.25,172.6,3.12,1461
1520000,East Ryde,1,3,1,562,House,2454,46800,1.093,-33.8103,151.13555,45,0.25,172.6,9.19,1461
1520000,Cheltenham,3,5,4,845,House,2243,48152,1.654,-33.75721,151.0782,110,0.25,172.6,17.09,1461
1450000,Caringbah South,1,3,1,575,House,12242,42172,4.092,-34.05314,151.1205,52,0.25,172.6,22.43,1461
1390000,Ermington,2,3,2,1079,House,10737,33644,4.135,-33.8105,151.06162,40,0.25,172.6,15.0,1461
1388000,Schofields,3,5,2,480,House,4983,42744,13.875,-33.70583,150.8735,29,0.25,172.6,35.82,1461
1236000,Redfern,1,3,0,76,House,13213,51532,1.172,-33.89313,151.20653,40,0.25,172.6,3.12,1461
1150000,Koolewong,3,5,1,696,House,871,35828,1.322,-33.46901,151.31642,98,0.25,172.6,45.03,1461
1100000,East Gosford,2,5,2,689,House,4238,31252,2.079,-33.43514,151.35463,15,0.25,172.6,49.55,1461
1050000,Kogarah,3,4,2,253,Apartment / Unit / Flat,15124,34996,2.608,-33.96814,151.13537,27,0.25,172.6,13.34,1461
1000000,Dulwich Hill,1,2,0,126,Terrace,13715,47528,2.122,-33.9047,151.13884,32,0.25,172.6,7.9,1461
911000,Padstow,1,3,1,445,House,13306,32292,5.402,-33.95023,151.03068,17,0.25,172.6,19.07,1461
706000,Jordan Springs,2,4,2,323,House,5156,50076,3.981,-33.72309,150.73341,44,0.25,172.6,46.85,1461
2600000,Arncliffe,3,4,2,500,House,10590,32708,2.943,-33.93868,151.14572,32,0.25,172.6,10.09,1459
1795000,East Ryde,2,4,3,1126,House,2454,46800,1.093,-33.8103,151.13555,45,0.25,172.6,9.19,1459
1675000,Sydney,2,3,2,152,Apartment / Unit / Flat,17252,35412,2.94,-33.86794,151.20998,65,0.25,172.6,0.31,1459
1550000,Phillip Bay,1,1,1,632,House,704,37284,0.626,-33.97947,151.23111,16,0.25,172.6,12.83,1459
1315000,Rouse Hill,2,5,3,731,House,7965,45812,10.638,-33.67757,150.91278,45,0.25,172.6,34.5,1459
1175000,Killcare Heights,3,4,2,891,House,745,40716,2.146,-33.52256,151.37418,127,0.25,172.6,40.94,1459
1175000,Chittaway Point,3,4,2,695,House,941,34320,1.624,-33.32251,151.44816,5,0.25,172.6,64.12,1459
980000,Padstow,3,4,1,277,House,13306,32292,5.402,-33.95023,151.03068,17,0.25,172.6,19.07,1459
850000,Jordan Springs,2,4,2,450,House,5156,50076,3.981,-33.72309,150.73341,44,0.25,172.6,46.85,1459
699500,Schofields,1,3,2,603,House,4983,42744,13.875,-33.70583,150.8735,29,0.25,172.6,35.82,1459
3045000,North Sydney,1,3,2,537,House,7705,68744,1.471,-33.83662,151.20958,72,0.25,172.6,3.16,1458
2118000,Caringbah South,3,5,4,727,House,12242,42172,4.092,-34.05314,151.1205,52,0.25,172.6,22.43,1458
1630000,Denistone West,2,3,1,569,House,933,41340,0.321,-33.80082,151.07693,53,0.25,172.6,14.23,1458
1560000,Hunters Hill,2,3,2,179,Apartment / Unit / Flat,9528,48828,3.632,-33.83054,151.14729,2,0.25,172.6,6.95,1458
1505000,Sylvania Waters,2,3,1,581,House,3169,39572,1.06,-34.01864,151.11234,1,0.25,172.6,19.27,1458
1175000,South Granville,3,5,5,590,House,5500,20644,2.191,-33.85869,151.01088,13,0.25,172.6,18.43,1458
1060000,Koolewong,3,5,1,677,House,871,35828,1.322,-33.46901,151.31642,98,0.25,172.6,45.03,1458
690000,Berkeley Vale,1,3,1,556,House,8355,33852,6.142,-33.34073,151.42855,10,0.25,172.6,61.6,1458
633000,Bateau Bay,1,3,1,799,House,12146,30316,6.938,-33.38486,151.47128,31,0.25,172.6,58.53,1458
627500,Bateau Bay,1,3,1,627,House,12146,30316,6.938,-33.38486,151.47128,31,0.25,172.6,58.53,1458
2050000,Killcare Heights,3,4,3,506,House,745,40716,2.146,-33.52256,151.37418,127,0.25,172.6,40.94,1457
1585000,Caringbah South,2,3,3,702,House,12242,42172,4.092,-34.05314,151.1205,52,0.25,172.6,22.43,1457
1575000,Port Hacking,1,3,1,803,House,1093,55120,0.407,-34.06694,151.1244,52,0.25,172.6,23.74,1457
1205000,St Huberts Island,3,5,2,611,House,1058,34632,0.541,-33.49514,151.34642,3,0.25,172.6,42.95,1457
1200000,Ermington,1,3,2,550,House,10737,33644,4.135,-33.8105,151.06162,40,0.25,172.6,15.0,1457
1000000,Panania,2,4,1,300,Semi-Detached,12419,34216,4.751,-33.95493,150.99524,18,0.25,172.6,22.21,1457
855000,Schofields,2,4,1,300,House,4983,42744,13.875,-33.70583,150.8735,29,0.25,172.6,35.82,1457
710000,Berkeley Vale,2,2,1,556,House,8355,33852,6.142,-33.34073,151.42855,10,0.25,172.6,61.6,1457
4810000,Dover Heights,2,4,2,588,House,3802,59540,0.947,-33.87402,151.28116,83,0.25,172.6,6.67,1456
4600000,Curl Curl,3,5,2,549,House,2414,53612,1.276,-33.76971,151.28907,19,0.25,172.6,12.88,1456
2000000,Paddington,1,3,0,120,House,12911,73944,1.627,-33.88334,151.22781,53,0.25,172.6,2.61,1456
1650000,St Huberts Island,2,4,4,669,House,1058,34632,0.541,-33.49514,151.34642,3,0.25,172.6,42.95,1456
1520000,Burraneer,3,4,3,281,Townhouse,3584,52728,1.448,-34.062,151.13762,24,0.25,172.6,22.83,1456
1370500,Peakhurst,2,4,2,2200,House,10539,31876,3.707,-33.96181,151.05799,48,0.25,172.6,17.67,1456
1152000,Voyager Point,2,4,2,532,House,1668,51376,1.73,-33.95835,150.97397,5,0.25,172.6,24.14,1456
885000,Bateau Bay,3,4,2,643,House,12146,30316,6.938,-33.38486,151.47128,31,0.25,172.6,58.53,1456
699000,Wyoming,1,5,3,538,House,10134,29380,7.138,-33.40534,151.3625,32,0.25,172.6,52.93,1456
585000,West Ryde,1,2,1,88,Apartment / Unit / Flat,13394,38584,3.566,-33.8063,151.08417,35,0.25,172.6,13.34,1456
579000,Northmead,1,2,2,153,Apartment / Unit / Flat,11215,40924,4.286,-33.78379,150.99349,49,0.25,172.6,21.97,1456
3560888,Riverview,2,5,2,605,House,3354,51740,1.372,-33.82437,151.16033,37,0.25,172.6,6.44,1455
3225000,Paddington,2,4,1,133,Terrace,12911,73944,1.627,-33.88334,151.22781,53,0.25,172.6,2.61,1455
2625000,Pretty Beach,2,4,2,2314,House,352,34320,0.529,-33.52717,151.34781,2,0.25,172.6,39.61,1455
2580000,West Ryde,1,3,2,695,House,13394,38584,3.566,-33.8063,151.08417,35,0.25,172.6,13.34,1455
2300000,Hardys Bay,3,4,2,902,House,227,35828,0.606,-33.52699,151.35541,44,0.25,172.6,39.86,1455
1950000,Roseville,3,4,1,607,House,10082,51896,3.923,-33.78256,151.18105,89,0.25,172.6,9.54,1455
1300000,Chain Valley Bay,3,4,2,620,House,2459,24596,5.598,-33.16376,151.57299,20,0.25,172.6,84.79,1455
1250000,Phegans Bay,2,5,1,376,House,432,37700,0.562,-33.48838,151.30872,21,0.25,172.6,42.78,1455
1210000,Earlwood,3,4,3,315,House,17741,35412,5.609,-33.92492,151.13127,33,0.25,172.6,9.84,1455
842000,Berkeley Vale,2,4,3,537,House,8355,33852,6.142,-33.34073,151.42855,10,0.25,172.6,61.6,1455
841000,Northmead,2,3,1,306,House,11215,40924,4.286,-33.78379,150.99349,49,0.25,172.6,21.97,1455
760000,Bateau Bay,2,3,1,525,House,12146,30316,6.938,-33.38486,151.47128,31,0.25,172.6,58.53,1455
680000,Bateau Bay,1,2,1,462,House,12146,30316,6.938,-33.38486,151.47128,31,0.25,172.6,58.53,1455
670000,Wyoming,2,4,2,582,House,10134,29380,7.138,-33.40534,151.3625,32,0.25,172.6,52.93,1455
640000,Wyoming,1,3,2,493,House,10134,29380,7.138,-33.40534,151.3625,32,0.25,172.6,52.93,1455
3100000,Riverview,3,4,2,617,House,3354,51740,1.372,-33.82437,151.16033,37,0.25,172.6,6.44,1454
2610000,Lewisham,2,5,0,335,House,3164,48204,0.642,-33.8953,151.14668,25,0.25,172.6,6.74,1454
2515000,Greenwich,1,3,2,372,House,5613,62660,1.662,-33.83,151.18555,44,0.25,172.6,4.5,1454
2360000,Roseville Chase,2,4,2,597,House,1616,52728,1.265,-33.77471,151.20025,64,0.25,172.6,10.07,1454
2225000,Enmore,2,4,1,506,House,3880,53872,0.442,-33.90021,151.16983,30,0.25,172.6,5.37,1454
1962000,Killarney Heights,2,3,2,696,House,4469,43836,4.244,-33.7725,151.22111,105,0.25,172.6,10.33,1454
1846000,Chifley,3,4,2,284,Duplex,3233,36452,1.057,-33.97034,151.23962,28,0.25,172.6,11.99,1454
1664000,Collaroy Plateau,2,3,2,529,House,4767,45500,1.22,-33.73128,151.28955,96,0.25,172.6,16.58,1454
1460000,Sydney,2,2,1,108,Apartment / Unit / Flat,17252,35412,2.94,-33.86794,151.20998,65,0.25,172.6,0.31,1454
1410000,Kogarah,2,5,3,578,House,15124,34996,2.608,-33.96814,151.13537,27,0.25,172.6,13.34,1454
1325000,Carnes Hill,2,4,2,450,House,2043,44096,1.32,-33.93761,150.84885,42,0.25,172.6,34.35,1454
1295000,Ermington,3,4,2,331,Semi-Detached,10737,33644,4.135,-33.8105,151.06162,40,0.25,172.6,15.0,1454
1075000,Northmead,2,4,3,930,House,11215,40924,4.286,-33.78379,150.99349,49,0.25,172.6,21.97,1454
886000,Panania,1,2,2,512,House,12419,34216,4.751,-33.95493,150.99524,18,0.25,172.6,22.21,1454
1900000,Killcare,3,5,2,708,House,473,38584,1.657,-33.52117,151.36366,6,0.75,169.6,40.73,1452
1080000,Voyager Point,2,4,2,443,House,1668,51376,1.73,-33.95835,150.97397,5,0.75,169.6,24.14,1452
1875000,Lilli Pilli,3,5,2,670,House,1390,51636,0.607,-34.06716,151.11552,42,0.43,165.9,24.05,1451
1800000,Killcare,2,5,1,462,House,473,38584,1.657,-33.52117,151.36366,6,0.43,165.9,40.73,1451
1300000,Sylvania Waters,2,3,2,569,House,3169,39572,1.06,-34.01864,151.11234,1,0.43,165.9,19.27,1451
672000,Empire Bay,1,3,1,632,House,2400,32604,3.974,-33.5035,151.36918,5,0.43,165.9,42.74,1451
1100000,Manly,1,2,1,73,Apartment / Unit / Flat,15866,66560,5.567,-33.80338,151.29117,42,0.25,165.9,10.17,1449
625000,Bradbury,1,4,2,586,House,8800,31980,3.734,-34.08405,150.81805,126,0.25,165.9,43.6,1449
471000,Homebush,1,1,1,79,Apartment / Unit / Flat,7007,37908,2.503,-33.86058,151.07927,17,0.25,165.9,12.1,1449
1760000,Concord,2,3,3,475,House,14533,39052,5.058,-33.85608,151.10677,6,0.25,167.6,9.6,1447
1630000,Chifley,2,3,0,564,House,3233,36452,1.057,-33.97034,151.23962,28,0.25,167.6,11.99,1447
1443000,Carss Park,2,3,3,637,House,1252,36816,0.63,-33.98679,151.11717,22,0.25,167.6,15.99,1447
1420000,Kirrawee,2,4,1,620,House,9278,39052,3.553,-34.0332,151.07224,96,0.25,167.6,22.57,1447
1350000,Kirrawee,2,5,2,613,House,9278,39052,3.553,-34.0332,151.07224,96,0.25,167.6,22.57,1447
800000,Penrith,1,3,1,800,House,13295,32240,12.202,-33.74515,150.68955,26,0.25,167.6,49.99,1446
666000,Rosebery,1,1,1,72,Apartment / Unit / Flat,10117,42172,1.928,-33.91857,151.20485,18,0.25,167.6,5.94,1446
625000,Freshwater,1,1,1,60,Apartment / Unit / Flat,8866,57044,1.782,-33.77603,151.28481,18,0.25,167.6,12.07,1446
621500,Hamlyn Terrace,2,4,2,397,House,6069,29952,5.215,-33.25323,151.47277,17,0.25,167.6,72.13,1446
2600000,Daleys Point,3,4,2,1037,House,681,26936,1.339,-33.50408,151.35585,115,0.25,172.6,42.27,1445
2550000,North Manly,2,5,2,694,House,3090,45552,1.069,-33.77616,151.275,33,0.25,172.6,11.56,1445
1975000,Port Hacking,2,4,2,923,House,1093,55120,0.407,-34.06694,151.1244,52,0.25,172.6,23.74,1445
1912000,Killarney Heights,3,4,2,696,House,4469,43836,4.244,-33.7725,151.22111,105,0.25,172.6,10.33,1445
1480000,Narraweena,2,3,3,638,House,6608,34008,1.776,-33.75,151.27239,83,0.25,172.6,14.02,1445
1180000,Killcare,2,4,2,370,House,473,38584,1.657,-33.52117,151.36366,6,0.25,172.6,40.73,1445
835000,Rockdale,1,3,0,271,House,15534,33852,2.477,-33.95426,151.1404,19,0.25,172.6,11.79,1445
680000,Penshurst,2,3,2,144,Apartment / Unit / Flat,12786,34684,2.516,-33.96482,151.08475,62,0.25,172.6,16.01,1445
3750000,Booker Bay,4,5,4,811,House,1326,28860,0.494,-33.51258,151.34636,3,0.11,172.6,41.1,1443
2180000,Middle Cove,2,3,2,407,House,1340,53404,1.036,-33.79242,151.21235,59,0.11,172.6,8.07,1443
1750000,Greenwich,2,3,2,219,Apartment / Unit / Flat,5613,62660,1.662,-33.83,151.18555,44,0.11,172.6,4.5,1443
1197000,Panania,1,4,1,605,House,12419,34216,4.751,-33.95493,150.99524,18,0.11,172.6,22.21,1443
820000,Jordan Springs,2,5,2,388,House,5156,50076,3.981,-33.72309,150.73341,44,0.11,172.6,46.85,1443
690000,Quakers Hill,2,3,1,573,House,27080,40196,9.727,-33.72826,150.88995,40,0.11,172.6,33.29,1443
666500,Wyoming,1,3,3,607,House,10134,29380,7.138,-33.40534,151.3625,32,0.11,172.6,52.93,1443
3350000,Curl Curl,3,5,2,455,House,2414,53612,1.276,-33.76971,151.28907,19,0.1,183.1,12.88,1442
2705000,Avoca Beach,2,4,2,670,House,4584,39728,4.442,-33.46746,151.42812,0,0.1,183.1,48.53,1442
2350000,Middle Cove,2,5,2,860,House,1340,53404,1.036,-33.79242,151.21235,59,0.1,183.1,8.07,1442
2070000,Riverview,2,4,0,626,House,3354,51740,1.372,-33.82437,151.16033,37,0.1,183.1,6.44,1442
2000000,Hornsby Heights,3,5,2,600,House,6305,43576,10.218,-33.6556,151.10003,201,0.1,183.1,25.37,1442
1435000,Mount Pritchard,1,3,1,1840,House,9955,24128,3.094,-33.90435,150.90114,46,0.1,183.1,28.89,1442
1390000,The Ponds,2,6,2,579,House,11731,53716,4.654,-33.70612,150.90622,54,0.1,183.1,33.2,1442
1200000,Chittaway Bay,3,5,2,619,House,2028,31668,1.116,-33.32678,151.44557,3,0.1,183.1,63.59,1442
1200000,Gorokan,3,5,4,1385,House,8367,26468,3.087,-33.25377,151.50567,14,0.1,183.1,73.16,1442
1150000,Plumpton,2,4,2,1012,House,9209,35620,2.958,-33.75211,150.83639,58,0.1,183.1,36.79,1442
1110000,Toukley,2,4,2,790,House,4550,25844,3.683,-33.25799,151.54324,4,0.1,183.1,74.11,1442
1086000,The Ponds,2,4,2,390,House,11731,53716,4.654,-33.70612,150.90622,54,0.1,183.1,33.2,1442
1010000,Revesby,2,3,2,595,House,14176,31616,5.608,-33.94767,151.01233,14,0.1,183.1,20.44,1442
850000,Granville,2,4,2,352,House,15332,26208,3.333,-33.83592,151.00745,20,0.1,183.1,19.01,1442
810000,St Clair,1,4,3,806,House,19897,38896,7.204,-33.79794,150.78794,59,0.1,183.1,39.76,1442
810000,Spring Farm,2,4,2,548,House,4307,53196,6.357,-34.06839,150.72519,94,0.1,183.1,50.15,1442
590000,Cranebrook,1,3,1,570,House,15759,40716,14.949,-33.70698,150.70828,48,0.1,183.1,49.66,1442
3000000,Telopea,4,6,2,721,House,5426,29536,1.511,-33.79475,151.04194,70,0.11,172.6,17.4,1441
1800000,Davidson,2,4,2,715,House,2849,45292,2.567,-33.7395,151.19204,137,0.11,172.6,14.03,1441
1790000,Gladesville,2,3,1,491,House,11827,48568,3.507,-33.82789,151.12645,46,0.11,172.6,8.76,1441
1550000,Bateau Bay,3,5,2,664,House,12146,30316,6.938,-33.38486,151.47128,31,0.11,172.6,58.53,1441
1070000,Rouse Hill,2,4,2,600,House,7965,45812,10.638,-33.67757,150.91278,45,0.11,172.6,34.5,1441
1031275,Quakers Hill,3,4,2,650,House,27080,40196,9.727,-33.72826,150.88995,40,0.11,172.6,33.29,1441
1020000,Macquarie Links,2,4,2,723,House,1360,47372,1.772,-33.97953,150.87193,45,0.11,172.6,33.73,1441
847000,Bateau Bay,3,5,1,627,House,12146,30316,6.938,-33.38486,151.47128,31,0.11,172.6,58.53,1441
820000,Bateau Bay,3,4,2,551,House,12146,30316,6.938,-33.38486,151.47128,31,0.11,172.6,58.53,1441
760000,Alexandria,1,1,1,154,Apartment / Unit / Flat,8262,69732,3.516,-33.9082,151.19191,9,0.11,172.6,5.06,1441
660000,Quakers Hill,1,3,1,331,Duplex,27080,40196,9.727,-33.72826,150.88995,40,0.11,172.6,33.29,1441
550000,Sydney,1,1,0,46,Apartment / Unit / Flat,17252,35412,2.94,-33.86794,151.20998,65,0.11,172.6,0.31,1441
3230000,Artarmon,1,3,1,864,House,9523,53456,2.535,-33.81194,151.18498,88,0.11,172.6,6.34,1440
1933000,East Killara,2,4,3,984,House,2978,38428,3.19,-33.75738,151.18183,78,0.11,172.6,12.23,1440
1920000,Collaroy Plateau,1,3,2,417,House,4767,45500,1.22,-33.73128,151.28955,96,0.11,172.6,16.58,1440
1830000,Port Hacking,1,3,2,846,House,1093,55120,0.407,-34.06694,151.1244,52,0.11,172.6,23.74,1440
1688000,Allawah,3,4,3,524,House,5706,31928,0.584,-33.97295,151.11424,37,0.11,172.6,14.87,1440
1570000,Dolls Point,2,3,2,327,Apartment / Unit / Flat,1661,45136,0.22,-33.99339,151.14479,6,0.11,172.6,15.45,1440
1466000,Sylvania Waters,2,4,2,569,House,3169,39572,1.06,-34.01864,151.11234,1,0.11,172.6,19.27,1440
1426000,Potts Hill,2,4,2,453,House,893,40820,1.128,-33.89271,151.03275,59,0.11,172.6,16.67,1440
1400000,Padstow,3,5,2,815,House,13306,32292,5.402,-33.95023,151.03068,17,0.11,172.6,19.07,1440
1220000,Padstow,2,5,2,752,House,13306,32292,5.402,-33.95023,151.03068,17,0.11,172.6,19.07,1440
1075000,Rouse Hill,2,4,2,637,House,7965,45812,10.638,-33.67757,150.91278,45,0.11,172.6,34.5,1440
1000000,Greenfield Park,2,5,3,562,House,5092,23192,1.503,-33.87537,150.89276,49,0.11,172.6,29.37,1440
1000000,Northmead,2,3,2,452,Townhouse,11215,40924,4.286,-33.78379,150.99349,49,0.11,172.6,21.97,1440
608000,Bateau Bay,1,3,1,586,House,12146,30316,6.938,-33.38486,151.47128,31,0.11,172.6,58.53,1440
1680000,West Ryde,1,4,4,986,House,13394,38584,3.566,-33.8063,151.08417,35,0.11,172.6,13.34,1439
1060000,Lane Cove North,2,2,2,180,Apartment / Unit / Flat,11436,57408,2.363,-33.8057,151.16111,56,0.11,172.6,7.99,1439
1900000,Sans Souci,2,4,3,753,House,10304,37336,3.065,-33.99452,151.13524,3,0.11,172.6,15.92,1438
1640000,Gladesville,1,2,0,531,House,11827,48568,3.507,-33.82789,151.12645,46,0.11,172.6,8.76,1438
1100000,Yattalunga,2,5,3,575,House,551,37076,0.785,-33.46838,151.36601,23,0.11,172.6,46.33,1438
1070000,Chittaway Point,2,4,3,935,House,941,34320,1.624,-33.32251,151.44816,5,0.11,172.6,64.12,1438
1050000,Leonay,3,4,2,834,House,2518,46852,2.47,-33.76836,150.64974,42,0.11,172.6,52.96,1438
1045000,Connells Point,1,3,2,173,Villa,2829,44200,1.035,-33.98536,151.09431,16,0.11,172.6,17.09,1438
1000000,Oxley Park,1,3,1,1062,House,3112,33020,1.271,-33.77068,150.79565,41,0.11,172.6,39.76,1438
1000000,Oxley Park,2,6,3,1062,House,3112,33020,1.271,-33.77068,150.79565,41,0.11,172.6,39.76,1438
799000,Spring Farm,2,4,2,550,House,4307,53196,6.357,-34.06839,150.72519,94,0.11,172.6,50.15,1438
720000,Berkeley Vale,3,3,1,734,House,8355,33852,6.142,-33.34073,151.42855,10,0.11,172.6,61.6,1438
600000,Berkeley Vale,1,3,1,556,House,8355,33852,6.142,-33.34073,151.42855,10,0.11,172.6,61.6,1438
600000,Berkeley Vale,1,4,1,815,House,8355,33852,6.142,-33.34073,151.42855,10,0.11,172.6,61.6,1438
4700000,Curl Curl,2,5,2,499,House,2414,53612,1.276,-33.76971,151.28907,19,0.11,172.6,12.88,1437
3100000,Pearl Beach,3,4,1,670,House,536,35568,1.257,-33.54226,151.30629,12,0.11,172.6,36.91,1437
2900000,Clontarf,1,3,1,473,House,1737,59280,0.86,-33.80794,151.25683,72,0.11,172.6,7.69,1437
2525000,Rosebery,2,4,2,544,House,10117,42172,1.928,-33.91857,151.20485,18,0.11,172.6,5.94,1437
2280000,East Killara,2,4,2,942,House,2978,38428,3.19,-33.75738,151.18183,78,0.11,172.6,12.23,1437
1110000,Ramsgate,2,3,0,403,House,1114,35464,0.428,-33.98259,151.13977,12,0.11,172.6,14.55,1437
1000000,Bateau Bay,2,3,1,600,House,12146,30316,6.938,-33.38486,151.47128,31,0.11,172.6,58.53,1437
