price,suburb,num_bath,num_bed,num_parking,property_size,type,suburb_population,suburb_median_income,suburb_sqkm,suburb_lat,suburb_lng,suburb_elevation,cash_rate,property_inflation_index,km_from_cbd,days_since_sale
2360000,Collaroy Plateau,3,5,2,1018,House,4767,45500,1.22,-33.73128,151.28955,96,1.5,167.6,16.58,2924
2081000,Bexley North,2,5,2,645,House,4097,31876,1.204,-33.94238,151.11532,41,1.5,167.6,12.24,2924
2001000,Killara,2,4,0,1005,House,10574,49452,4.632,-33.76899,151.15799,116,1.5,167.6,11.7,2924
1615000,Campsie,2,4,1,560,House,24541,25272,3.373,-33.91457,151.10339,35,1.5,167.6,11.28,2924
1533000,Wollstonecraft,2,3,1,411,Apartment / Unit / Flat,8323,72176,1.201,-33.83315,151.19595,55,1.5,167.6,3.78,2924
1405000,Kyle Bay,1,3,1,689,House,1035,47528,0.369,-33.98937,151.10096,12,1.5,167.6,17.07,2924
1050000,Bateau Bay,3,5,1,619,House,12146,30316,6.938,-33.38486,151.47128,31,1.5,167.6,58.53,2924
537000,Bateau Bay,1,3,1,600,House,12146,30316,6.938,-33.38486,151.47128,31,1.5,167.6,58.53,2924
1282000,Cecil Hills,3,4,2,781,House,7018,34944,6.218,-33.88752,150.84426,63,1.5,167.6,33.92,2922
1195000,Toongabbie,3,5,3,560,House,14337,34996,4.733,-33.79196,150.9468,39,1.5,167.6,25.67,2922
955000,Blaxland,2,4,2,702,House,7451,40716,9.715,-33.74507,150.61818,237,1.5,167.6,56.39,2922
850500,Milperra,1,4,2,556,House,3952,36244,5.371,-33.94109,150.98349,15,1.5,167.6,22.57,2922
760000,Glenfield,2,3,2,313,House,9633,37024,6.995,-33.97099,150.89301,29,1.5,167.6,31.57,2922
1200000,South Turramurra,1,3,1,929,House,3084,44772,3.062,-33.7525,151.10676,97,1.5,167.6,15.73,2921
900000,Berala,1,4,1,491,House,9049,24544,2.128,-33.87461,151.03345,34,1.5,167.6,16.36,2921
895000,Toongabbie,1,3,2,557,House,14337,34996,4.733,-33.79196,150.9468,39,1.5,167.6,25.67,2921
753000,Toongabbie,1,3,1,556,House,14337,34996,4.733,-33.79196,150.9468,39,1.5,167.6,25.67,2921
675000,Bateau Bay,3,4,3,569,House,12146,30316,6.938,-33.38486,151.47128,31,1.5,167.6,58.53,2921
550000,Bateau Bay,2,3,0,550,House,12146,30316,6.938,-33.38486,151.47128,31,1.5,167.6,58.53,2921
2975000,Stanmore,3,4,2,668,House,7938,55484,1.218,-33.8937,151.16537,29,1.5,167.6,5.2,2920
1650000,Narraweena,2,3,2,727,House,6608,34008,1.776,-33.75,151.27239,83,1.5,167.6,14.02,2920
1485000,Kensington,2,2,1,126,Apartment / Unit / Flat,15004,26728,2.669,-33.91291,151.22388,28,1.5,167.6,5.45,2920
660000,Bateau Bay,2,3,2,650,House,12146,30316,6.938,-33.38486,151.47128,31,1.5,167.6,58.53,2920
621000,Bateau Bay,2,4,2,556,House,12146,30316,6.938,-33.38486,151.47128,31,1.5,167.6,58.53,2920
530000,Hamlyn Terrace,2,3,2,465,House,6069,29952,5.215,-33.25323,151.47277,17,1.5,167.6,72.13,2920
440000,Charmhaven,1,3,1,556,House,2551,28288,7.069,-33.2261,151.49301,17,1.5,167.6,75.6,2920
3175000,Neutral Bay,2,3,1,354,House,10488,70512,1.28,-33.83489,151.21821,72,1.5,167.6,3.44,2919
640000,Bateau Bay,2,4,3,683,House,12146,30316,6.938,-33.38486,151.47128,31,1.5,167.6,58.53,2919
2225000,Fairlight,2,3,2,219,Apartment / Unit / Flat,5840,65000,1.168,-33.79412,151.27428,38,1.5,167.6,9.88,2918
2200000,Fairlight,2,3,1,272,Semi-Detached,5840,65000,1.168,-33.79412,151.27428,38,1.5,167.6,9.88,2918
2175000,Haberfield,2,3,3,633,House,6457,41652,2.383,-33.87968,151.1391,21,1.5,167.6,6.75,2918
1305000,Stanmore,2,3,1,234,House,7938,55484,1.218,-33.8937,151.16537,29,1.5,167.6,5.2,2918
1100000,Engadine,2,4,2,600,House,17375,41756,9.233,-34.05778,151.01793,147,1.5,167.6,27.77,2918
795000,Toongabbie,1,3,3,570,House,14337,34996,4.733,-33.79196,150.9468,39,1.5,167.6,25.67,2918
490000,Glenfield,1,2,1,271,Villa,9633,37024,6.995,-33.97099,150.89301,29,1.5,167.6,31.57,2918
2620000,Melrose Park,3,5,2,882,House,1574,41028,1.077,-33.81322,151.07389,15,1.5,167.6,13.84,2917
2000000,Lane Cove,2,4,1,560,House,10817,58084,2.58,-33.81806,151.16504,57,1.5,167.6,6.67,2917
1885000,Lane Cove,1,4,3,854,House,10817,58084,2.58,-33.81806,151.16504,57,1.5,167.6,6.67,2917
1620000,Manly Vale,1,3,2,746,House,6160,48620,1.905,-33.78215,151.26601,31,1.5,167.6,10.57,2917
1600000,Arncliffe,2,3,3,697,House,10590,32708,2.943,-33.93868,151.14572,32,1.5,167.6,10.09,2917
1170000,Marsfield,2,3,2,194,Semi-Detached,13297,32448,3.863,-33.77752,151.10509,87,1.5,167.6,13.73,2917
1156000,Tennyson Point,2,2,1,166,Villa,1219,48568,0.449,-33.83175,151.11687,24,1.5,167.6,9.37,2917
1121000,St Peters,1,2,3,215,House,3145,58968,1.73,-33.91594,151.17672,0,1.5,167.6,6.42,2917
1041000,Toongabbie,3,5,1,383,House,14337,34996,4.733,-33.79196,150.9468,39,1.5,167.6,25.67,2917
845000,Marsfield,1,2,1,121,Townhouse,13297,32448,3.863,-33.77752,151.10509,87,1.5,167.6,13.73,2917
822000,Glen Alpine,2,4,2,800,House,4559,41912,5.362,-34.08767,150.7719,121,1.5,167.6,47.41,2917
1770000,St Ives,3,5,2,930,House,17300,48464,14.264,-33.72491,151.16978,167,1.5,167.6,15.99,2915
1750000,Dolans Bay,3,4,3,594,House,598,46800,0.259,-34.06337,151.12578,26,1.5,167.6,23.32,2915
1630000,Stanmore,1,3,0,223,House,7938,55484,1.218,-33.8937,151.16537,29,1.5,167.6,5.2,2915
860000,Freshwater,1,2,1,85,Apartment / Unit / Flat,8866,57044,1.782,-33.77603,151.28481,18,1.5,167.6,12.07,2915
855000,Toongabbie,1,4,1,648,House,14337,34996,4.733,-33.79196,150.9468,39,1.5,167.6,25.67,2915
851000,Glenfield,2,5,2,660,House,9633,37024,6.995,-33.97099,150.89301,29,1.5,167.6,31.57,2915
770000,Blaxland,2,3,2,695,House,7451,40716,9.715,-33.74507,150.61818,237,1.5,167.6,56.39,2915
620000,Niagara Park,2,4,1,645,House,2743,33384,4.78,-33.37876,151.34724,120,1.5,167.6,55.43,2915
830000,Blackwall,3,4,2,516,House,1888,31148,1.143,-33.50518,151.33518,80,2.0,150.9,41.58,2914
304000,Wyongah,1,2,1,765,House,2020,32448,1.068,-33.27022,151.48554,22,2.0,150.9,70.78,2914
880000,Macmasters Beach,2,4,3,834,House,1294,37440,5.879,-33.49756,151.40816,46,2.0,150.9,44.72,2913
675000,North Avoca,2,3,2,714,House,2200,45084,1.497,-33.45608,151.43598,18,2.0,150.9,49.98,2913
576000,Chittaway Bay,2,3,1,676,House,2028,31668,1.116,-33.32678,151.44557,3,2.0,150.9,63.59,2913
1745000,East Lindfield,2,4,1,866,House,3711,47788,2.331,-33.76741,151.18832,107,2.0,155.2,11.02,2912
1080000,Croydon,2,2,3,218,Semi-Detached,10612,34996,2.435,-33.88062,151.1169,28,2.0,155.2,8.77,2912
850000,The Entrance North,3,6,2,556,House,1474,31148,1.018,-33.33333,151.50775,0,2.0,155.2,65.14,2912
751000,Rosebery,2,2,1,123,Apartment / Unit / Flat,10117,42172,1.928,-33.91857,151.20485,18,2.0,155.2,5.94,2912
427000,Chittaway Bay,1,2,2,285,House,2028,31668,1.116,-33.32678,151.44557,3,2.0,155.2,63.59,2912
419000,Budgewoi,1,3,0,556,House,3360,29120,2.814,-33.23957,151.56058,3,2.0,155.2,76.65,2911
335000,Budgewoi,1,3,1,455,House,3360,29120,2.814,-33.23957,151.56058,3,2.0,155.2,76.65,2911
1750000,Birchgrove,2,3,2,211,Townhouse,3303,78780,0.586,-33.85093,151.18309,24,1.77,155.2,2.94,2910
740000,Fairfield Heights,1,3,1,505,House,7517,20696,1.474,-33.86713,150.94148,34,1.77,155.2,24.84,2910
700000,Canley Vale,3,5,3,577,House,10216,20592,2.887,-33.88495,150.95058,11,1.77,155.2,24.09,2910
540000,Bradbury,1,4,1,670,House,8800,31980,3.734,-34.08405,150.81805,126,1.77,155.2,43.6,2910
1510000,Carlton,3,4,2,481,House,10722,32656,2.065,-33.97075,151.1214,36,1.75,159.3,14.29,2909
1410000,Peakhurst,3,5,2,695,House,10539,31876,3.707,-33.96181,151.05799,48,1.75,159.3,17.67,2909
1255000,Sydney Olympic Park,2,3,2,152,Apartment / Unit / Flat,1736,45968,6.629,-33.83935,151.06654,11,1.75,159.3,13.57,2909
800000,Penshurst,1,2,1,550,House,12786,34684,2.516,-33.96482,151.08475,62,1.75,159.3,16.01,2909
833000,St Clair,3,5,3,869,House,19897,38896,7.204,-33.79794,150.78794,59,1.75,159.3,39.76,2908
2150000,Collaroy Plateau,3,4,3,942,House,4767,45500,1.22,-33.73128,151.28955,96,1.52,159.3,16.58,2907
1238000,Collaroy Plateau,1,4,2,417,House,4767,45500,1.22,-33.73128,151.28955,96,1.52,159.3,16.58,2907
560000,Long Jetty,1,3,1,550,House,6390,28288,2.539,-33.35917,151.48543,10,1.5,167.6,61.67,2906
1650000,North Sydney,1,3,3,206,Terrace,7705,68744,1.471,-33.83662,151.20958,72,1.5,167.6,3.16,2905
967000,Berowra,1,3,2,682,House,4721,44200,8.297,-33.62806,151.15004,194,1.5,167.6,26.88,2905
3650000,Balmain,3,5,2,463,House,10453,69784,1.538,-33.85833,151.18067,36,1.5,167.6,2.81,2904
2200000,St Ives,3,5,2,955,House,17300,48464,14.264,-33.72491,151.16978,167,1.5,167.6,15.99,2904
932000,Toongabbie,2,4,1,607,House,14337,34996,4.733,-33.79196,150.9468,39,1.5,167.6,25.67,2904
900000,Engadine,2,5,1,822,House,17375,41756,9.233,-34.05778,151.01793,147,1.5,167.6,27.77,2904
885000,Berowra,1,3,0,446,House,4721,44200,8.297,-33.62806,151.15004,194,1.5,167.6,26.88,2904
840000,St Peters,2,2,1,103,Apartment / Unit / Flat,3145,58968,1.73,-33.91594,151.17672,0,1.5,167.6,6.42,2904
706000,Glenfield,1,3,1,606,House,9633,37024,6.995,-33.97099,150.89301,29,1.5,167.6,31.57,2904
560000,Engadine,1,2,1,110,Apartment / Unit / Flat,17375,41756,9.233,-34.05778,151.01793,147,1.5,167.6,27.77,2904
370000,San Remo,1,3,1,575,House,4351,27248,2.282,-33.21474,151.52049,12,1.5,167.6,77.69,2904
640000,Ropes Crossing,2,3,2,321,House,6171,44304,5.503,-33.72757,150.77848,35,1.5,172.7,42.77,2903
2366000,St Ives,2,5,2,923,House,17300,48464,14.264,-33.72491,151.16978,167,1.5,167.6,15.99,2902
1218000,Engadine,2,4,2,645,House,17375,41756,9.233,-34.05778,151.01793,147,1.5,167.6,27.77,2901
1050000,Engadine,2,4,2,657,House,17375,41756,9.233,-34.05778,151.01793,147,1.5,167.6,27.77,2901
1030000,Narwee,2,3,1,426,House,5618,27404,1.267,-33.9472,151.06843,42,1.5,167.6,15.94,2901
973000,Engadine,2,3,1,727,House,17375,41756,9.233,-34.05778,151.01793,147,1.5,167.6,27.77,2901
875000,Toongabbie,3,4,2,388,Duplex,14337,34996,4.733,-33.79196,150.9468,39,1.5,167.6,25.67,2901
824000,Kings Park,1,4,2,828,House,3453,43420,2.605,-33.7437,150.9059,57,1.5,167.6,31.21,2901
715000,Glenfield,2,3,1,319,House,9633,37024,6.995,-33.97099,150.89301,29,1.5,167.6,31.57,2901
3100000,St Ives,3,4,4,1695,House,17300,48464,14.264,-33.72491,151.16978,167,1.5,167.6,15.99,2900
931500,East Hills,3,5,1,360,House,3206,34268,1.427,-33.96119,150.98818,9,1.5,167.6,23.11,2900
830000,Toongabbie,1,3,2,563,House,14337,34996,4.733,-33.79196,150.9468,39,1.5,167.6,25.67,2900
560000,Niagara Park,1,3,1,575,House,2743,33384,4.78,-33.37876,151.34724,120,1.5,167.6,55.43,2900
2600000,Lane Cove,1,4,2,763,House,10817,58084,2.58,-33.81806,151.16504,57,1.5,167.6,6.67,2899
1638000,Narraweena,3,5,2,796,House,6608,34008,1.776,-33.75,151.27239,83,1.5,167.6,14.02,2899
940000,Colebee,2,4,2,600,House,1931,56368,3.476,-33.72449,150.85843,38,1.5,167.6,36.09,2899
830000,Kensington,1,2,1,67,Apartment / Unit / Flat,15004,26728,2.669,-33.91291,151.22388,28,1.5,167.6,5.45,2899
803000,Claremont Meadows,2,4,2,553,House,4776,41704,3.04,-33.7743,150.75296,43,1.5,167.6,43.49,2899
585000,Westmead,1,2,1,141,Apartment / Unit / Flat,16309,40040,2.945,-33.80918,150.98696,41,1.5,167.6,21.55,2899
3880000,Turramurra,2,4,2,1140,House,11919,49920,6.001,-33.73444,151.12793,183,1.5,167.6,16.36,2898
945000,Engadine,2,3,1,581,House,17375,41756,9.233,-34.05778,151.01793,147,1.5,167.6,27.77,2898
850000,Glenfield,2,4,1,550,House,9633,37024,6.995,-33.97099,150.89301,29,1.5,167.6,31.57,2898
825000,Toongabbie,2,3,1,355,House,14337,34996,4.733,-33.79196,150.9468,39,1.5,167.6,25.67,2898
790000,Blaxland,1,3,1,1208,House,7451,40716,9.715,-33.74507,150.61818,237,1.5,167.6,56.39,2898
492000,Lake Munmorah,3,4,4,525,House,5248,27092,5.708,-33.19331,151.5733,13,1.5,167.6,81.81,2898
1800000,Narraweena,2,3,2,562,House,6608,34008,1.776,-33.75,151.27239,83,1.5,167.6,14.02,2897
1465000,Narraweena,2,3,2,556,House,6608,34008,1.776,-33.75,151.27239,83,1.5,167.6,14.02,2897
1085000,Engadine,2,4,2,563,House,17375,41756,9.233,-34.05778,151.01793,147,1.5,167.6,27.77,2897
520000,Niagara Park,1,3,1,638,House,2743,33384,4.78,-33.37876,151.34724,120,1.5,167.6,55.43,2897
2820000,Breakfast Point,3,5,2,450,House,4188,58188,0.524,-33.84282,151.11092,16,1.5,167.6,9.49,2896
1320000,Caringbah South,2,4,2,433,House,12242,42172,4.092,-34.05314,151.1205,52,1.5,167.6,22.43,2896
1290000,Marayong,2,4,3,1229,House,7706,30992,2.72,-33.74925,150.89081,39,1.5,167.6,32.22,2896
1050000,Sandy Point,4,4,2,556,House,590,48880,0.399,-33.97576,150.99327,32,1.5,167.6,23.49,2896
760000,Bexley,1,2,2,127,Villa,19733,31512,4.366,-33.95213,151.1183,50,1.5,167.6,12.84,2896
420000,Gosford,1,2,1,148,Townhouse,3499,37388,2.951,-33.42389,151.34058,30,1.5,167.6,50.42,2896
1760000,Roseville Chase,2,4,1,973,House,1616,52728,1.265,-33.77471,151.20025,64,1.5,167.6,10.07,2895
1075000,Stanhope Gardens,2,4,2,503,House,9163,45864,2.84,-33.71551,150.92733,64,1.5,167.6,30.99,2894
1020000,Milperra,2,5,2,695,House,3952,36244,5.371,-33.94109,150.98349,15,1.5,167.6,22.57,2894
642500,Blaxland,3,4,3,721,House,7451,40716,9.715,-33.74507,150.61818,237,1.5,167.6,56.39,2894
1950000,Neutral Bay,1,3,1,285,House,10488,70512,1.28,-33.83489,151.21821,72,1.5,167.6,3.44,2893
1350000,Lane Cove,1,2,1,215,House,10817,58084,2.58,-33.81806,151.16504,57,1.5,167.6,6.67,2893
1325000,Berowra,2,5,2,586,House,4721,44200,8.297,-33.62806,151.15004,194,1.5,167.6,26.88,2893
1127500,Engadine,2,4,2,715,House,17375,41756,9.233,-34.05778,151.01793,147,1.5,167.6,27.77,2893
1070000,Bangor,3,4,3,714,House,5568,44096,3.922,-34.01671,151.03226,100,1.5,167.6,23.5,2893
490000,Glenfield,1,3,1,159,House,9633,37024,6.995,-33.97099,150.89301,29,1.5,167.6,31.57,2893
840000,Engadine,1,3,1,173,Villa,17375,41756,9.233,-34.05778,151.01793,147,1.5,167.6,27.77,2892
640000,Hamlyn Terrace,2,4,2,608,House,6069,29952,5.215,-33.25323,151.47277,17,1.5,167.6,72.13,2892
1150000,Berowra,2,4,3,1194,House,4721,44200,8.297,-33.62806,151.15004,194,1.5,167.6,26.88,2891
1075000,Bangor,3,4,1,558,House,5568,44096,3.922,-34.01671,151.03226,100,1.5,167.6,23.5,2891
640051,Glendenning,1,3,1,420,House,5131,37960,3.572,-33.74778,150.8557,32,1.5,167.6,35.29,2891
2511000,Turramurra,3,5,2,900,House,11919,49920,6.001,-33.73444,151.12793,183,1.5,167.6,16.36,2890
2500000,Balmain,2,4,1,354,House,10453,69784,1.538,-33.85833,151.18067,36,1.5,167.6,2.81,2890
2500000,Chatswood,2,4,1,670,House,24913,38324,5.01,-33.7958,151.18087,108,1.5,167.6,8.15,2890
2000000,Arncliffe,2,5,4,396,House,10590,32708,2.943,-33.93868,151.14572,32,1.5,167.6,10.09,2890
1850000,Turramurra,2,4,2,1042,House,11919,49920,6.001,-33.73444,151.12793,183,1.5,167.6,16.36,2890
1130000,Cecil Hills,2,4,2,562,House,7018,34944,6.218,-33.88752,150.84426,63,1.5,167.6,33.92,2890
581000,Redfern,1,1,0,57,Apartment / Unit / Flat,13213,51532,1.172,-33.89313,151.20653,40,1.5,167.6,3.12,2890
2540000,Breakfast Point,4,4,2,162,House,4188,58188,0.524,-33.84282,151.11092,16,1.5,167.6,9.49,2889
2450000,Ultimo,2,3,2,231,House,8845,20072,0.559,-33.87941,151.19845,23,1.5,167.6,1.9,2889
2205000,Concord West,1,2,2,750,House,5914,39104,2.542,-33.8435,151.092,16,1.5,167.6,11.17,2889
2075000,Hurlstone Park,1,1,0,192,House,4692,39624,1.201,-33.91005,151.12854,28,1.5,167.6,9.03,2889
1970000,St Ives,2,4,3,1037,House,17300,48464,14.264,-33.72491,151.16978,167,1.5,167.6,15.99,2889
1840000,Turramurra,2,4,2,904,House,11919,49920,6.001,-33.73444,151.12793,183,1.5,167.6,16.36,2889
1750000,Manly Vale,1,2,1,487,House,6160,48620,1.905,-33.78215,151.26601,31,1.5,167.6,10.57,2889
1655000,Balmain,1,2,0,101,House,10453,69784,1.538,-33.85833,151.18067,36,1.5,167.6,2.81,2889
1315000,Bexley,2,3,3,527,House,19733,31512,4.366,-33.95213,151.1183,50,1.5,167.6,12.84,2889
1310000,Cecil Hills,2,4,2,777,House,7018,34944,6.218,-33.88752,150.84426,63,1.5,167.6,33.92,2889
1275000,Bexley,1,2,1,607,House,19733,31512,4.366,-33.95213,151.1183,50,1.5,167.6,12.84,2889
1195000,Cecil Hills,3,5,3,705,House,7018,34944,6.218,-33.88752,150.84426,63,1.5,167.6,33.92,2889
1100000,Bexley,1,2,2,501,House,19733,31512,4.366,-33.95213,151.1183,50,1.5,167.6,12.84,2889
630000,Westmead,2,2,2,285,Townhouse,16309,40040,2.945,-33.80918,150.98696,41,1.5,167.6,21.55,2889
935000,Berala,1,3,1,462,House,9049,24544,2.128,-33.87461,151.03345,34,1.5,167.6,16.36,2888
1795000,Wahroonga,3,5,1,845,House,17371,47424,9.766,-33.72353,151.11725,194,1.5,167.6,17.9,2887
1625000,Bexley,4,4,1,460,House,19733,31512,4.366,-33.95213,151.1183,50,1.5,167.6,12.84,2887
1025000,Arncliffe,1,2,1,355,House,10590,32708,2.943,-33.93868,151.14572,32,1.5,167.6,10.09,2887
838000,Prospect,2,3,2,592,House,4716,37544,13.776,-33.81244,150.90067,57,1.5,167.6,29.21,2887
732000,Claremont Meadows,2,5,4,560,House,4776,41704,3.04,-33.7743,150.75296,43,1.5,167.6,43.49,2887
625000,Ropes Crossing,2,3,2,313,House,6171,44304,5.503,-33.72757,150.77848,35,1.5,167.6,42.77,2887
580000,Claremont Meadows,2,3,1,340,House,4776,41704,3.04,-33.7743,150.75296,43,1.5,167.6,43.49,2887
2050000,St Ives,3,4,3,929,House,17300,48464,14.264,-33.72491,151.16978,167,1.5,167.6,15.99,2886
1865000,St Ives,2,3,2,587,House,17300,48464,14.264,-33.72491,151.16978,167,1.5,167.6,15.99,2886
1775000,St Ives,2,4,3,1069,House,17300,48464,14.264,-33.72491,151.16978,167,1.5,167.6,15.99,2886
880000,Milperra,2,3,2,556,House,3952,36244,5.371,-33.94109,150.98349,15,1.5,167.6,22.57,2886
730000,Blaxland,2,4,2,556,House,7451,40716,9.715,-33.74507,150.61818,237,1.5,167.6,56.39,2886
542000,Niagara Park,1,3,1,607,House,2743,33384,4.78,-33.37876,151.34724,120,1.5,167.6,55.43,2886
2400000,Chatswood,1,3,1,715,House,24913,38324,5.01,-33.7958,151.18087,108,1.5,167.6,8.15,2885
1780000,Caringbah South,3,5,2,746,House,12242,42172,4.092,-34.05314,151.1205,52,1.5,167.6,22.43,2885
1685000,Arncliffe,2,5,4,730,House,10590,32708,2.943,-33.93868,151.14572,32,1.5,167.6,10.09,2885
960000,Greenacre,1,2,1,613,House,24373,22672,7.405,-33.8989,151.05729,37,1.5,167.6,14.61,2885
640000,Ropes Crossing,2,3,1,330,House,6171,44304,5.503,-33.72757,150.77848,35,1.5,167.6,42.77,2885
421000,Toukley,1,3,0,575,House,4550,25844,3.683,-33.25799,151.54324,4,2.0,150.9,74.11,2884
1462000,Drummoyne,2,3,1,253,Semi-Detached,11950,60840,2.31,-33.85205,151.15424,31,2.0,150.9,5.35,2883
1080000,North Rocks,1,2,2,727,House,7965,40092,5.462,-33.77572,151.01474,92,2.0,150.9,20.61,2883
762500,Jannali,1,3,1,561,House,6184,40560,2.496,-34.01586,151.06319,76,2.0,150.9,21.53,2883
565000,Yagoona,1,3,2,183,Villa,18013,24284,4.618,-33.90422,151.02148,44,2.0,150.9,17.96,2883
2385000,Beecroft,2,5,2,1189,House,9396,47112,5.117,-33.75342,151.06372,130,2.0,155.2,18.35,2882
1465000,Beecroft,2,3,1,1663,House,9396,47112,5.117,-33.75342,151.06372,130,2.0,155.2,18.35,2882
975000,Panania,3,5,1,307,Semi-Detached,12419,34216,4.751,-33.95493,150.99524,18,2.0,155.2,22.21,2882
831000,Revesby,2,3,2,582,House,14176,31616,5.608,-33.94767,151.01233,14,2.0,155.2,20.44,2882
2000000,The Ponds,3,5,2,588,House,11731,53716,4.654,-33.70612,150.90622,54,2.0,155.2,33.2,2881
1890000,East Lindfield,3,4,4,1328,House,3711,47788,2.331,-33.76741,151.18832,107,2.0,155.2,11.02,2881
1370000,Ermington,3,4,2,407,House,10737,33644,4.135,-33.8105,151.06162,40,2.0,155.2,15.0,2881
1300000,Elanora Heights,2,3,3,626,House,4357,44460,3.877,-33.70172,151.27318,105,2.0,155.2,19.05,2881
800000,Oran Park,2,4,2,612,House,4765,50336,13.744,-33.99074,150.74247,81,2.0,155.2,45.41,2881
1200000,Koolewong,1,2,1,830,House,871,35828,1.322,-33.46901,151.31642,98,1.77,155.2,45.03,2880
699000,Oran Park,2,4,2,540,House,4765,50336,13.744,-33.99074,150.74247,81,1.77,155.2,45.41,2880
2475000,Haberfield,2,4,2,651,House,6457,41652,2.383,-33.87968,151.1391,21,1.75,159.3,6.75,2878
2310000,Paddington,2,3,0,133,Terrace,12911,73944,1.627,-33.88334,151.22781,53,1.75,159.3,2.61,2878
1880000,North Strathfield,1,3,2,581,House,4767,42952,1.036,-33.85783,151.08877,23,1.75,159.3,11.24,2878
720000,St Clair,2,4,4,802,House,19897,38896,7.204,-33.79794,150.78794,59,1.75,159.3,39.76,2878
455000,Berkeley Vale,2,3,2,569,House,8355,33852,6.142,-33.34073,151.42855,10,1.75,159.3,61.6,2878
450000,Berkeley Vale,1,2,2,645,House,8355,33852,6.142,-33.34073,151.42855,10,1.75,159.3,61.6,2878
720000,St Clair,2,4,1,689,House,19897,38896,7.204,-33.79794,150.78794,59,1.52,159.3,39.76,2877
685000,Doonside,2,4,2,555,House,13451,27612,5.958,-33.76242,150.87007,44,1.52,159.3,33.46,2877
668000,Lidcombe,2,2,1,136,Apartment / Unit / Flat,19627,27248,6.805,-33.86491,151.04789,28,1.52,159.3,14.99,2877
480000,Lethbridge Park,2,3,1,607,House,4752,24596,1.624,-33.73806,150.80064,45,1.52,159.3,40.43,2877
2725000,Sans Souci,4,5,2,570,House,10304,37336,3.065,-33.99452,151.13524,3,1.5,167.6,15.92,2876
2610000,Hunters Hill,3,5,2,700,House,9528,48828,3.632,-33.83054,151.14729,2,1.5,167.6,6.95,2876
1700000,East Lindfield,2,3,2,854,House,3711,47788,2.331,-33.76741,151.18832,107,1.5,167.6,11.02,2876
1650000,Woollahra,2,3,0,164,Apartment / Unit / Flat,7405,71500,1.231,-33.88581,151.24417,45,1.5,167.6,3.91,2876
600000,Georges Hall,1,3,1,276,Villa,9038,29640,3.323,-33.90761,150.98902,23,1.5,167.6,20.97,2876
565000,Niagara Park,2,3,1,601,House,2743,33384,4.78,-33.37876,151.34724,120,1.5,167.6,55.43,2876
960000,Bateau Bay,3,6,2,689,House,12146,30316,6.938,-33.38486,151.47128,31,1.5,167.6,58.53,2875
880000,Narrabeen,1,2,1,122,Apartment / Unit / Flat,8207,48932,2.197,-33.71505,151.29588,0,1.5,167.6,18.45,2875
655000,Bateau Bay,1,3,2,676,House,12146,30316,6.938,-33.38486,151.47128,31,1.5,167.6,58.53,2875
545000,Bateau Bay,1,2,1,638,House,12146,30316,6.938,-33.38486,151.47128,31,1.5,167.6,58.53,2875
489000,Bateau Bay,1,3,2,696,House,12146,30316,6.938,-33.38486,151.47128,31,1.5,167.6,58.53,2875
462500,Lethbridge Park,1,4,1,639,House,4752,24596,1.624,-33.73806,150.80064,45,1.5,167.6,40.43,2875
2370000,Enmore,2,5,1,278,House,3880,53872,0.442,-33.90021,151.16983,30,1.5,167.6,5.37,2874
1880000,East Killara,2,4,1,835,House,2978,38428,3.19,-33.75738,151.18183,78,1.5,167.6,12.23,2874
1550000,Mount Pritchard,1,3,1,2023,House,9955,24128,3.094,-33.90435,150.90114,46,1.5,167.6,28.89,2874
1550000,Turramurra,2,3,2,1050,House,11919,49920,6.001,-33.73444,151.12793,183,1.5,167.6,16.36,2874
1100000,Toongabbie,2,5,2,607,House,14337,34996,4.733,-33.79196,150.9468,39,1.5,167.6,25.67,2874
965000,Engadine,1,3,3,696,House,17375,41756,9.233,-34.05778,151.01793,147,1.5,167.6,27.77,2874
1490000,Wahroonga,2,4,2,822,House,17371,47424,9.766,-33.72353,151.11725,194,1.5,172.7,17.9,2873
1015000,Greenacre,1,4,1,712,House,24373,22672,7.405,-33.8989,151.05729,37,1.5,172.7,14.61,2873
735000,Kings Park,2,4,2,696,House,3453,43420,2.605,-33.7437,150.9059,57,1.5,172.7,31.21,2873
580000,Prospect,1,3,2,246,House,4716,37544,13.776,-33.81244,150.90067,57,1.5,172.7,29.21,2873
2020000,Sydney,3,3,2,173,Apartment / Unit / Flat,17252,35412,2.94,-33.86794,151.20998,65,1.5,172.7,0.31,2872
1135000,Enmore,1,2,0,170,House,3880,53872,0.442,-33.90021,151.16983,30,1.5,172.7,5.37,2871
907500,Thornleigh,1,2,1,314,House,8464,43160,3.87,-33.72225,151.08107,167,1.5,172.7,19.84,2871
1350100,Chatswood,2,2,1,130,Apartment / Unit / Flat,24913,38324,5.01,-33.7958,151.18087,108,1.5,172.7,8.15,2870
901000,Milperra,3,4,1,278,Semi-Detached,3952,36244,5.371,-33.94109,150.98349,15,1.5,172.7,22.57,2870
825000,Milperra,1,3,1,562,House,3952,36244,5.371,-33.94109,150.98349,15,1.5,172.7,22.57,2870
385000,Lake Munmorah,1,3,1,375,House,5248,27092,5.708,-33.19331,151.5733,13,1.5,172.7,81.81,2870
1400000,Pyrmont,2,2,1,127,Apartment / Unit / Flat,12813,57772,0.933,-33.86923,151.19249,27,1.5,172.7,1.67,2869
