price,num_bed,num_bath,property_size,km_from_cbd,suburb_lng,suburb_lat,suburb_population,suburb_median_income,type
1475000,4,2,578,14.66,151.06765,-33.9234,10126,23036,3
1460000,4,2,575,42.95,151.34642,-33.49514,1058,34632,3
1320000,4,2,795,20.95,151.10521,-34.03262,15284,38272,3
1314000,4,1,793,21.79,151.02589,-33.98789,3109,43732,3
1290000,3,2,1214,45.7,150.82113,-33.61162,1891,31824,3
1248000,5,3,544,14.61,151.05729,-33.8989,24373,22672,3
1170000,2,2,569,20.95,151.10521,-34.03262,15284,38272,3
1115000,3,2,544,74.11,151.54324,-33.25799,4550,25844,3
1050000,2,2,132,8.19,151.2136,-33.93894,3805,38012,0
1050000,4,2,556,81.81,151.5733,-33.19331,5248,27092,3
4700000,4,4,575,4.5,151.18555,-33.83,5613,62660,3
2650000,3,2,304,5.36,151.20149,-33.81731,5884,67184,3
1500000,3,2,575,60.56,151.48476,-33.36992,1318,33696,3
1200000,3,1,1739,28.89,150.90114,-33.90435,9955,24128,3
1180000,5,3,502,49.66,150.70828,-33.70698,15759,40716,3
925000,3,2,502,39.51,151.31264,-33.5194,16733,29380,3
3925000,3,3,550,48.53,151.42812,-33.46746,4584,39728,3
3750000,3,2,520,7.69,151.25683,-33.80794,1737,59280,3
2641000,3,1,591,7.23,151.15592,-33.91228,26592,41236,3
2400000,5,3,520,16.01,151.08475,-33.96482,12786,34684,3
2300000,4,2,588,9.03,151.12854,-33.91005,4692,39624,3
2300000,7,3,1144,44.72,151.40816,-33.49756,1294,37440,3
2035000,3,1,398,5.94,151.20485,-33.91857,10117,42172,3
1903250,3,1,715,15.94,151.09416,-33.75872,4526,45344,3
1892000,6,4,950,43.49,150.75296,-33.7743,4776,41704,3
1580000,2,1,167,7.23,151.15592,-33.91228,26592,41236,3
1160000,4,2,600,31.23,150.91722,-33.72521,3465,43004,3
1115000,4,2,620,39.51,151.31264,-33.5194,16733,29380,3
1040000,4,1,835,49.55,151.35463,-33.43514,4238,31252,3
1290000,5,3,550,50.8,151.372,-33.42768,4104,34320,3
1200000,4,2,2010,39.51,151.31264,-33.5194,16733,29380,3
1001000,6,3,689,48.17,151.31715,-33.44017,3731,31772,3
925000,3,2,520,39.51,151.31264,-33.5194,16733,29380,3
865000,2,2,107,11.87,151.0887,-33.83004,11906,38272,0
4470000,4,3,1378,6.03,151.2183,-33.8112,6347,60060,3
2225000,4,2,923,18.77,151.02527,-33.79508,5660,36660,3
2000000,3,1,201,7.42,151.1372,-33.89348,7311,51636,3
2000000,3,1,139,4.57,151.16107,-33.87113,7616,58916,3
1230000,3,2,300,49.55,151.35463,-33.43514,4238,31252,10
1000000,2,2,197,1.9,151.19845,-33.87941,8845,20072,0
1000000,4,2,803,55.43,151.34724,-33.37876,2743,33384,3
5270000,4,2,533,6.63,151.27703,-33.88599,9165,62608,3
3100000,3,1,505,4.73,151.21527,-33.82277,7006,72020,3
3015000,3,1,480,6.12,151.14375,-33.86584,1376,44876,3
3000000,4,2,651,40.73,151.36366,-33.52117,473,38584,3
2950000,4,3,220,3.63,151.18298,-33.88889,10341,46228,3
2700000,3,1,1448,17.67,151.05799,-33.96181,10539,31876,3
2650000,5,2,588,10.57,151.26601,-33.78215,6160,48620,3
2305000,3,2,866,40.73,151.36366,-33.52117,473,38584,3
2300000,4,4,1151,13.34,151.08981,-33.79872,3751,40040,3
2191000,5,3,637,11.87,151.0887,-33.83004,11906,38272,3
2000000,3,1,520,8.08,151.12753,-33.88947,23841,35412,3
1930000,3,1,428,9.41,151.11777,-33.90113,3329,38636,3
1691500,3,1,481,12.24,151.11532,-33.94238,4097,31876,3
1660500,4,2,697,30.08,150.95622,-33.69583,27971,46228,3
1660000,4,2,406,30.08,150.95622,-33.69583,27971,46228,3
1528000,5,3,522,16.67,151.03275,-33.89271,893,40820,3
1506000,3,1,645,18.73,151.12465,-34.01833,1734,36296,3
1375000,2,1,885,40.73,151.36366,-33.52117,473,38584,3
1370000,3,2,346,10.88,151.09611,-33.89006,2833,33280,10
1357000,5,3,1012,38.24,150.8136,-33.76791,16726,26000,3
1210000,4,3,606,16.99,151.02748,-33.88245,4926,24908,3
1115000,2,1,392,10.82,151.14536,-33.94651,3388,33904,3
1100000,5,3,450,50.15,150.72519,-34.06839,4307,53196,3
1032000,4,1,490,14.61,151.05729,-33.8989,24373,22672,3
1010000,5,2,556,26.47,150.92391,-33.87024,11575,22620,3
940000,3,1,575,14.61,151.05729,-33.8989,24373,22672,3
1540000,5,2,450,30.08,150.95622,-33.69583,27971,46228,3
2980000,3,2,784,8.8,151.21481,-33.78592,2554,50856,3
2400000,4,2,592,48.53,151.42812,-33.46746,4584,39728,3
2275000,4,3,907,46.9,151.43476,-33.48638,2735,39312,3
2030000,4,2,599,30.08,150.95622,-33.69583,27971,46228,3
1981000,3,2,398,10.09,151.1171,-33.913,7233,34632,3
1825000,4,3,771,64.12,151.44816,-33.32251,941,34320,3
1610000,4,3,740,26.64,150.9227,-33.88198,10974,22152,3
1350000,3,2,727,44.72,151.40816,-33.49756,1294,37440,3
1310000,5,2,569,50.75,151.42873,-33.44581,11349,38168,3
1230000,3,2,620,50.75,151.42873,-33.44581,11349,38168,3
1049500,4,2,1038,50.8,151.372,-33.42768,4104,34320,3
3275000,4,2,745,3.78,151.19595,-33.83315,8323,72176,3
2225000,2,1,477,14.29,151.14633,-33.98256,1660,39624,3
2100000,5,3,664,42.95,151.34642,-33.49514,1058,34632,3
2006088,3,2,292,11.99,151.23962,-33.97034,3233,36452,7
1685000,3,1,171,5.37,151.16983,-33.90021,3880,53872,3
1500000,4,2,838,51.59,150.66404,-33.77156,809,40456,3
1435000,3,3,512,10.09,151.1171,-33.913,7233,34632,3
1380000,3,2,181,15.45,151.14479,-33.99339,1661,45136,0
1280000,6,3,626,41.1,151.34636,-33.51258,1326,28860,3
1165000,4,2,835,63.63,151.4961,-33.34383,4006,26572,3
1000000,3,2,462,50.75,151.42873,-33.44581,11349,38168,3
1000000,2,1,138,14.29,151.14633,-33.98256,1660,39624,11
3600000,3,2,271,7.11,151.26289,-33.91153,4736,67236,3
3500000,4,3,683,19.27,151.11234,-34.01864,3169,39572,3
3260000,3,1,210,5.13,151.24727,-33.89937,3066,64168,3
2700000,4,2,640,8.19,151.2136,-33.93894,3805,38012,3
2540000,5,2,582,20.95,151.10521,-34.03262,15284,38272,3
2400000,3,2,223,5.0,151.19286,-33.82233,5495,72072,0
2000000,3,3,670,36.91,151.30629,-33.54226,536,35568,3
1600000,5,3,466,30.08,150.95622,-33.69583,27971,46228,3
1550000,4,2,734,44.72,151.40816,-33.49756,1294,37440,3
1370000,3,2,192,13.19,151.14822,-33.97235,4532,37232,10
1355000,3,2,195,19.76,151.1061,-33.70949,5941,43524,3
1170000,3,2,224,17.09,151.09431,-33.98536,2829,44200,10
1030000,3,2,777,63.59,151.44557,-33.32678,2028,31668,3
3510000,4,3,202,6.63,151.27703,-33.88599,9165,62608,3
2500000,3,1,727,20.92,151.1403,-34.0446,3962,44408,3
2500000,2,1,297,3.44,151.21821,-33.83489,10488,70512,7
2250000,4,3,575,46.9,151.43476,-33.48638,2735,39312,3
2200000,5,3,789,17.09,151.0782,-33.75721,2243,48152,3
1600000,5,2,2041,53.97,150.6729,-34.05634,1963,36244,3
1400000,4,2,959,52.06,150.71838,-34.0946,2238,50284,3
1150000,4,3,734,46.89,151.31618,-33.45183,1602,36868,3
1043000,6,2,531,48.17,151.31715,-33.44017,3731,31772,3
2650000,4,3,700,30.08,150.95622,-33.69583,27971,46228,3
2505000,4,3,765,50.75,151.42873,-33.44581,11349,38168,3
2280000,4,3,866,17.2,151.12144,-33.72878,2995,51636,3
2130000,5,2,733,17.67,151.05799,-33.96181,10539,31876,3
1800000,3,2,574,13.32,151.25889,-33.75228,7457,41288,3
1375000,4,2,1087,74.04,151.50399,-33.24468,3578,25272,3
1245000,5,3,552,43.49,150.75296,-33.7743,4776,41704,3
1205562,2,2,110,6.9,151.16817,-33.91673,1145,38844,3
1180000,4,2,607,42.95,151.34642,-33.49514,1058,34632,3
3341000,3,1,1005,40.73,151.36366,-33.52117,473,38584,3
3250000,3,2,611,31.42,151.32589,-33.59895,1593,54704,3
3220000,5,4,714,10.88,151.09611,-33.89006,2833,33280,3
2850000,2,1,208,26.64,150.9227,-33.88198,10974,22152,3
2450000,5,2,449,7.42,151.1372,-33.89348,7311,51636,3
2350000,5,3,898,20.61,151.01474,-33.77572,7965,40092,3
2290000,4,3,1050,12.96,151.15575,-33.75743,7668,44564,3
2285000,5,2,670,16.45,151.09318,-33.97709,2663,37180,3
2170000,5,3,607,14.99,151.04789,-33.86491,19627,27248,3
2151000,5,3,832,14.81,151.1006,-33.96268,29822,25116,3
2100000,3,2,550,17.07,151.10096,-33.98937,1035,47528,3
2047500,3,1,1018,20.44,151.01233,-33.94767,14176,31616,3
2030000,2,1,418,11.71,151.25386,-33.96419,5420,36088,3
2015000,3,1,202,7.9,151.13884,-33.9047,13715,47528,3
2015000,3,2,525,46.9,151.43476,-33.48638,2735,39312,3
2010000,3,2,607,22.79,151.10248,-34.05003,3074,45292,3
2005000,4,2,365,11.24,151.08877,-33.85783,4767,42952,3
2000000,6,2,1326,19.97,151.0117,-33.79411,13248,37908,3
2000000,3,2,177,4.57,151.16107,-33.87113,7616,58916,3
1875000,4,2,575,60.56,151.48476,-33.36992,1318,33696,3
1800000,3,3,783,26.82,151.02929,-34.05435,2733,45292,3
1760000,5,4,558,23.17,150.97503,-33.793,3966,31096,3
1635000,4,2,630,26.82,151.02929,-34.05435,2733,45292,3
1552000,4,2,486,11.95,151.10309,-33.92577,1666,26572,3
1450000,3,3,626,41.1,151.34636,-33.51258,1326,28860,3
1337000,3,2,315,50.75,151.42873,-33.44581,11349,38168,10
1270000,3,2,929,21.2,151.10055,-33.69724,22168,38792,3
1250000,4,2,664,50.75,151.42873,-33.44581,11349,38168,3
1242000,3,2,481,16.99,151.02748,-33.88245,4926,24908,3
1213000,3,2,569,50.75,151.42873,-33.44581,11349,38168,3
1200000,4,3,557,26.47,150.92391,-33.87024,11575,22620,3
1100000,3,1,714,26.82,151.02929,-34.05435,2733,45292,3
1050000,5,2,465,33.68,150.84825,-33.90019,2535,39468,3
1025000,5,2,822,22.86,150.96381,-33.88405,3550,23504,3
1001000,4,2,651,27.85,150.91654,-33.92148,27084,24232,3
1000000,5,2,450,32.83,150.88065,-33.75523,6440,40768,3
931000,4,1,632,27.85,150.91654,-33.92148,27084,24232,3
800000,4,2,301,40.63,150.81845,-33.69979,1008,32500,3
715000,4,1,601,43.19,150.80766,-34.06338,12566,30628,3
2750000,5,3,421,48.53,151.42812,-33.46746,4584,39728,3
1850000,4,3,657,30.08,150.95622,-33.69583,27971,46228,3
1457000,4,2,333,30.08,150.95622,-33.69583,27971,46228,3
1355000,3,2,195,12.9,151.07771,-33.82839,6994,56524,0
1206000,4,2,305,30.08,150.95622,-33.69583,27971,46228,3
3980000,4,2,1031,11.02,151.18832,-33.76741,3711,47788,3
3920000,5,3,1326,17.2,151.12144,-33.72878,2995,51636,3
2450000,3,2,164,3.44,151.21821,-33.83489,10488,70512,0
1265000,5,2,739,45.03,151.31642,-33.46901,871,35828,3
1235000,4,3,512,24.84,150.94148,-33.86713,7517,20696,3
1200000,3,2,708,49.98,151.43598,-33.45608,2200,45084,3
1200000,4,1,604,50.75,151.42873,-33.44581,11349,38168,3
1070000,5,4,330,27.74,150.91194,-33.89292,7222,21268,3
1040000,5,3,876,32.22,150.89081,-33.74925,7706,30992,3
3820000,6,3,487,12.88,151.28907,-33.76971,2414,53612,3
2000000,5,2,733,20.95,151.10521,-34.03262,15284,38272,3
1850000,3,2,379,12.68,151.22303,-33.75137,13473,44876,3
1475000,4,3,1121,25.14,151.02834,-34.03389,2855,44252,3
1250000,3,1,202,13.19,151.14822,-33.97235,4532,37232,11
1050000,3,2,157,12.1,151.07927,-33.86058,7007,37908,0
625000,3,1,607,43.19,150.80766,-34.06338,12566,30628,3
4600000,4,3,265,1.85,151.19357,-33.85546,1932,68380,3
3100000,5,3,1037,11.02,151.18832,-33.76741,3711,47788,3
2300000,5,4,619,20.47,151.12423,-34.03534,11658,42380,3
1915000,3,2,790,22.79,151.10248,-34.05003,3074,45292,3
1860000,2,1,108,3.24,151.19334,-33.89089,3097,25272,3
1732000,2,1,113,3.24,151.19334,-33.89089,3097,25272,3
1535000,5,2,638,25.14,151.02834,-34.03389,2855,44252,3
1261000,5,4,693,34.99,150.84429,-33.94614,3729,35880,3
1250000,4,2,450,30.08,150.95622,-33.69583,27971,46228,3
1035000,3,2,550,45.7,150.82113,-33.61162,1891,31824,3
4406000,5,3,936,17.2,151.12144,-33.72878,2995,51636,3
3500000,4,3,942,6.44,151.16033,-33.82437,3354,51740,3
2705000,5,2,558,19.56,151.1585,-34.03624,792,59592,3
2350000,4,3,307,5.94,151.20485,-33.91857,10117,42172,3
2200000,3,2,1176,13.34,151.08981,-33.79872,3751,40040,3
1915000,5,3,620,44.72,151.40816,-33.49756,1294,37440,3
1910000,4,2,817,15.94,151.09416,-33.75872,4526,45344,3
1800000,3,2,175,6.03,151.2183,-33.8112,6347,60060,0
1350000,3,2,476,69.15,151.53201,-33.30304,205,46072,3
1260000,4,3,690,53.4,151.33681,-33.39553,7934,34632,3
1250000,2,1,790,64.12,151.44816,-33.32251,941,34320,3
1200000,2,2,105,4.73,151.21527,-33.82277,7006,72020,0
1100000,4,2,555,63.59,151.44557,-33.32678,2028,31668,3
1074000,2,1,175,10.09,151.1171,-33.913,7233,34632,10
1050000,4,2,638,53.4,151.33681,-33.39553,7934,34632,3
1045000,4,2,575,49.55,151.35463,-33.43514,4238,31252,3
770000,4,1,803,43.19,150.80766,-34.06338,12566,30628,3
570000,3,1,561,27.85,150.91654,-33.92148,27084,24232,3
4620000,4,1,843,3.18,151.18079,-33.88032,4583,55276,3
3025000,4,4,630,16.58,151.28955,-33.73128,4767,45500,3
2600000,4,3,1032,12.96,151.15575,-33.75743,7668,44564,3
1962000,3,2,158,4.57,151.16107,-33.87113,7616,58916,3
1910000,3,2,696,11.47,151.21039,-33.76172,8329,39884,3
1600000,4,2,607,10.09,151.1171,-33.913,7233,34632,3
1585000,3,1,436,12.01,151.08118,-33.87913,25813,34424,3
1563000,2,1,215,7.83,151.16476,-33.92488,3556,41600,3
1510000,5,4,451,45.4,150.73268,-33.77096,1475,33540,3
1100000,4,1,774,25.6,150.93609,-33.89828,21783,20644,3
1055000,3,1,696,27.85,150.91654,-33.92148,27084,24232,3
1005000,4,2,756,47.8,150.74372,-34.05177,7193,40352,3
2750000,4,2,423,16.58,151.28955,-33.73128,4767,45500,3
2245000,3,3,197,9.49,151.11092,-33.84282,4188,58188,0
2075000,4,3,519,58.53,151.47128,-33.38486,12146,30316,3
1700000,3,2,352,12.01,151.08118,-33.87913,25813,34424,3
1650000,4,2,996,49.65,150.68049,-33.79317,23004,45916,3
1500000,3,2,135,2.52,151.19999,-33.88626,8617,28080,0
1167000,3,1,863,23.38,151.04252,-34.02316,2201,45708,3
1050000,4,2,696,42.74,151.36918,-33.5035,2400,32604,3
792000,3,2,531,49.65,150.68049,-33.79317,23004,45916,3
759000,4,2,514,49.65,150.68049,-33.79317,23004,45916,3
585000,2,2,113,17.61,151.03125,-33.91991,32113,23556,0
5550000,4,2,506,6.8,151.27112,-33.89903,1622,73528,3
5400000,4,2,405,2.94,151.18309,-33.85093,3303,78780,3
5250000,4,2,402,4.5,151.18555,-33.83,5613,62660,3
4690000,5,4,658,19.27,151.11234,-34.01864,3169,39572,3
4200000,3,2,316,5.91,151.25603,-33.90204,4346,54496,3
3660000,6,4,810,11.18,151.23342,-33.96403,9804,36452,3
3620000,2,2,1025,8.76,151.2431,-33.79114,7139,55224,3
3260000,4,2,657,11.71,151.25386,-33.96419,5420,36088,3
3251000,3,2,366,6.12,151.14375,-33.86584,1376,44876,3
3100000,5,3,544,6.33,151.14202,-33.85841,5001,47684,3
2530000,5,3,1054,21.2,151.10055,-33.69724,22168,38792,3
2410000,4,3,575,13.55,151.24666,-33.98343,4477,48360,3
2370000,3,1,579,11.99,151.23962,-33.97034,3233,36452,3
2350000,4,2,551,8.76,151.2431,-33.79114,7139,55224,3
2280000,4,2,1150,13.34,151.08981,-33.79872,3751,40040,3
2251000,6,4,682,22.21,150.99524,-33.95493,12419,34216,3
2025000,5,4,946,23.5,151.03226,-34.01671,5568,44096,3
2000000,3,2,570,16.01,151.08475,-33.96482,12786,34684,3
1955000,3,1,316,6.74,151.14668,-33.8953,3164,48204,3
1809000,4,2,1013,21.2,151.10055,-33.69724,22168,38792,3
1750000,3,1,740,13.32,151.25889,-33.75228,7457,41288,3
1720000,3,1,556,20.63,151.0826,-34.01795,3459,41132,3
1537500,3,2,293,14.58,151.05551,-33.83889,5802,51792,3
1340000,4,3,806,26.47,150.92391,-33.87024,11575,22620,3
1300000,4,2,392,15.75,151.10598,-33.97767,5147,30784,3
1260000,3,2,800,27.74,150.91194,-33.89292,7222,21268,3
1222000,5,3,375,40.63,150.81845,-33.69979,1008,32500,3
1205000,3,1,423,19.44,151.00875,-33.81479,25798,39260,3
1200000,4,2,700,25.65,150.94399,-33.80002,5590,35152,3
1185000,4,2,550,22.57,150.98349,-33.94109,3952,36244,3
1090000,3,3,803,29.97,150.89729,-33.93623,9311,22724,3
1003000,4,3,515,32.26,150.87334,-33.94155,15313,36244,3
542000,2,1,127,17.61,151.03125,-33.91991,32113,23556,0
1280000,2,1,626,41.1,151.34636,-33.51258,1326,28860,3
3550000,4,4,1012,12.23,151.18183,-33.75738,2978,38428,3
1900000,4,3,853,21.2,151.10055,-33.69724,22168,38792,3
1040000,4,2,406,40.63,150.81845,-33.69979,1008,32500,3
492000,2,1,117,17.61,151.03125,-33.91991,32113,23556,0
485000,2,1,118,17.61,151.03125,-33.91991,32113,23556,0
5500000,4,3,228,6.13,151.26703,-33.89314,10045,57356,3
3360000,4,2,809,11.56,151.275,-33.77616,3090,45552,3
2270000,4,2,474,5.99,151.1556,-33.89452,8116,52884,3
2015000,5,3,682,20.0,151.04426,-33.98105,5606,40768,3
1880000,4,2,773,27.28,150.95464,-33.74234,7837,43784,3
1635000,3,2,149,25.06,151.31571,-33.65717,9301,46852,0
1380000,4,2,781,50.24,151.38853,-33.43758,4774,28340,3
1165000,3,1,716,16.99,151.02748,-33.88245,4926,24908,3
1145000,4,2,700,52.26,150.66375,-33.74635,8421,37388,3
1130000,6,2,797,43.91,151.39045,-33.49914,2545,36764,3
1100000,3,1,797,36.04,150.8581,-34.0051,15039,33124,3
1070000,5,3,409,43.19,150.80766,-34.06338,12566,30628,3
405000,2,2,118,49.99,150.68955,-33.74515,13295,32240,0
2350000,4,2,351,23.32,151.12578,-34.06337,598,46800,7
2200000,3,1,715,17.4,151.04194,-33.79475,5426,29536,3
1640000,3,2,2352,40.73,151.36366,-33.52117,473,38584,3
1620000,3,1,259,7.42,151.1372,-33.89348,7311,51636,3
1250000,5,3,700,32.26,150.87334,-33.94155,15313,36244,3
1240000,4,2,724,25.14,151.02834,-34.03389,2855,44252,3
1150000,4,2,412,35.82,150.8735,-33.70583,4983,42744,3
1100000,4,2,556,46.09,150.72784,-33.76129,9301,33228,3
1018000,3,2,165,10.89,151.13064,-33.93774,2323,33540,11
1001000,3,1,670,46.09,150.72784,-33.76129,9301,33228,3
855000,4,2,650,42.31,150.77085,-33.75951,12195,32760,3
831000,4,2,300,40.63,150.81845,-33.69979,1008,32500,3
625000,4,2,162,42.31,150.77085,-33.75951,12195,32760,10
3800000,4,2,904,8.8,151.21481,-33.78592,2554,50856,3
2275000,4,3,654,13.34,151.08981,-33.79872,3751,40040,3
1575000,5,2,700,17.61,151.03125,-33.91991,32113,23556,3
1035000,4,2,493,46.89,151.31618,-33.45183,1602,36868,3
799000,4,2,301,49.65,150.68049,-33.79317,23004,45916,3
655000,3,2,482,49.99,150.68955,-33.74515,13295,32240,3
470000,2,1,168,17.61,151.03125,-33.91991,32113,23556,0
3100000,4,4,841,12.23,151.18183,-33.75738,2978,38428,3
1950000,3,1,461,7.32,151.21145,-33.93108,6912,25740,3
1850000,4,2,304,12.93,151.09667,-33.79683,2250,39052,7
1540000,5,3,575,49.98,151.43598,-33.45608,2200,45084,3
1400000,5,3,895,43.91,151.39045,-33.49914,2545,36764,3
1350000,2,2,176,12.63,151.26932,-33.76268,3161,47320,0
1350000,4,2,761,43.91,151.39045,-33.49914,2545,36764,3
1215900,5,2,375,49.65,150.68049,-33.79317,23004,45916,3
1150000,5,3,569,30.78,150.87759,-33.87884,9772,25376,3
1100000,4,2,450,32.83,150.88065,-33.75523,6440,40768,3
1087000,4,3,628,35.32,150.845,-33.77213,14704,33176,3
1055500,4,2,695,55.12,150.63789,-33.72773,3034,41704,3
1050000,4,1,1157,24.84,150.94148,-33.86713,7517,20696,3
1000000,6,3,583,26.64,150.9227,-33.88198,10974,22152,3
885000,4,2,400,49.65,150.68049,-33.79317,23004,45916,3
880000,5,2,696,42.31,150.77085,-33.75951,12195,32760,3
730000,3,1,360,49.65,150.68049,-33.79317,23004,45916,3
508888,2,1,129,17.61,151.03125,-33.91991,32113,23556,0
5125000,4,3,353,8.88,151.11635,-33.84744,1957,52988,3
3600000,3,1,736,16.78,151.30351,-33.73559,7870,49660,3
3500000,5,3,790,8.8,151.21481,-33.78592,2554,50856,3
3100000,5,3,607,16.06,151.14125,-33.99813,1238,39728,3
2900000,4,2,374,6.95,151.22847,-33.9259,15482,24908,3
2700000,4,3,866,19.32,151.21565,-33.69099,3041,42484,3
2310000,5,3,766,18.95,151.09579,-33.72338,5290,38688,3
2260000,4,2,767,14.03,151.19204,-33.7395,2849,45292,3
2200000,3,2,961,11.28,151.10339,-33.91457,24541,25272,3
2195000,3,1,525,11.28,151.10339,-33.91457,24541,25272,3
2130000,4,2,708,19.32,151.21565,-33.69099,3041,42484,3
2053000,3,1,1227,17.61,151.03125,-33.91991,32113,23556,3
1800000,3,2,411,12.24,151.11532,-33.94238,4097,31876,3
1710000,6,2,489,11.24,151.08877,-33.85783,4767,42952,3
1620000,3,1,411,11.18,151.23342,-33.96403,9804,36452,3
1610000,3,1,550,16.45,151.09318,-33.97709,2663,37180,3
1605000,3,2,601,21.63,151.054,-34.01049,2262,49868,3
1406000,2,1,207,7.69,151.12685,-33.86665,9356,45552,3
1400000,3,2,943,9.65,151.14096,-33.93041,2511,32292,3
1326000,3,1,262,6.74,151.14668,-33.8953,3164,48204,3
1305000,3,1,1400,22.86,150.96381,-33.88405,3550,23504,3
1290000,4,2,1080,25.47,151.13915,-33.64323,1708,39416,3
1211000,2,1,115,7.58,151.12987,-33.85052,5373,50180,0
1205000,3,1,575,17.73,151.02094,-33.89192,3103,24596,3
1180000,5,3,284,18.92,151.01207,-33.82233,5799,31720,3
1140000,6,3,660,72.13,151.47277,-33.25323,6069,29952,3
1135000,3,1,1113,35.82,150.8735,-33.70583,4983,42744,3
1105000,5,3,606,31.75,150.86967,-33.90263,12516,26312,3
1105000,3,1,695,19.93,150.99863,-33.83016,1275,40040,3
1092000,4,2,695,52.96,150.64974,-33.76836,2518,46852,3
1085000,3,1,809,23.96,150.95102,-33.86904,18081,20592,3
1080000,2,1,270,10.82,151.14536,-33.94651,3388,33904,3
1000000,4,2,682,17.61,151.03125,-33.91991,32113,23556,3
840000,3,1,563,49.99,150.68955,-33.74515,13295,32240,3
485000,2,2,100,49.99,150.68955,-33.74515,13295,32240,0
2410000,3,3,443,40.73,151.36366,-33.52117,473,38584,3
2120000,3,2,263,3.18,151.18079,-33.88032,4583,55276,10
2050000,4,3,949,20.0,151.04426,-33.98105,5606,40768,3
2020000,5,3,1062,25.37,151.10003,-33.6556,6305,43576,3
1730000,3,1,645,11.95,151.10309,-33.92577,1666,26572,3
1220000,4,2,708,57.07,150.61735,-33.7239,2450,43524,3
1067000,3,2,670,49.98,151.43598,-33.45608,2200,45084,3
900000,4,2,272,35.82,150.8735,-33.70583,4983,42744,3
865000,4,2,593,49.65,150.68049,-33.79317,23004,45916,3
450000,1,1,72,49.99,150.68955,-33.74515,13295,32240,0
2080000,3,1,682,13.34,151.08981,-33.79872,3751,40040,3
2000000,2,1,316,6.75,151.1391,-33.87968,6457,41652,3
1250000,5,2,704,64.12,151.44816,-33.32251,941,34320,3
500000,2,2,139,49.99,150.68955,-33.74515,13295,32240,0
4600000,4,4,923,8.8,151.21481,-33.78592,2554,50856,3
3400000,4,3,295,3.16,151.20958,-33.83662,7705,68744,3
2600000,2,1,114,1.85,151.19357,-33.85546,1932,68380,3
2456766,3,2,1094,13.47,151.12999,-33.76365,5298,48672,3
1901000,3,3,160,6.42,151.17672,-33.91594,3145,58968,3
1810000,2,1,657,36.91,151.30629,-33.54226,536,35568,3
1700000,3,3,250,7.32,151.21145,-33.93108,6912,25740,3
1620000,2,2,153,25.06,151.31571,-33.65717,9301,46852,0
1590000,3,2,100,7.99,151.16111,-33.8057,11436,57408,10
1450000,3,2,405,10.89,151.13064,-33.93774,2323,33540,3
1400000,4,3,455,76.65,151.56058,-33.23957,3360,29120,3
1200000,4,3,774,64.12,151.44816,-33.32251,941,34320,3
1055000,4,3,869,55.12,150.63789,-33.72773,3034,41704,3
1044000,5,3,489,50.15,150.72519,-34.06839,4307,53196,3
2850000,6,3,1714,20.47,151.12423,-34.03534,11658,42380,3
2600000,2,2,111,3.18,151.18079,-33.88032,4583,55276,3
2120000,3,1,433,9.41,151.11777,-33.90113,3329,38636,3
2120000,5,3,695,21.62,151.07001,-33.70912,4456,44044,3
1935500,3,2,1201,12.68,151.22303,-33.75137,13473,44876,3
1775000,3,1,150,5.2,151.16537,-33.8937,7938,55484,3
1550000,3,2,866,64.12,151.44816,-33.32251,941,34320,3
1210000,6,3,700,31.75,150.86967,-33.90263,12516,26312,3
1180000,3,2,438,27.28,150.95464,-33.74234,7837,43784,3
1150000,4,1,562,22.57,150.98349,-33.94109,3952,36244,3
650000,3,2,123,49.99,150.68955,-33.74515,13295,32240,0
557000,2,2,130,49.99,150.68955,-33.74515,13295,32240,0
550000,2,2,108,17.61,151.03125,-33.91991,32113,23556,0
2353000,4,2,695,19.05,151.27318,-33.70172,4357,44460,3
2310000,5,2,556,14.02,151.27239,-33.75,6608,34008,3
2200000,3,2,255,3.18,151.18079,-33.88032,4583,55276,3
1985000,3,2,305,7.58,151.12987,-33.85052,5373,50180,10
1950000,3,2,645,13.34,151.08981,-33.79872,3751,40040,3
1750000,3,2,556,14.29,151.1214,-33.97075,10722,32656,3
1660000,3,1,525,14.82,151.1397,-33.74511,11051,53300,3
1380000,4,2,873,20.31,151.0648,-34.00258,3977,49296,3
1200000,4,3,791,50.67,150.67467,-33.7699,5500,38168,3
1182500,4,2,450,35.82,150.8735,-33.70583,4983,42744,3
1065000,4,1,1113,74.11,151.54324,-33.25799,4550,25844,3
1050000,3,2,147,9.02,151.15389,-33.93166,6394,42432,0
875000,3,1,562,49.99,150.68955,-33.74515,13295,32240,3
5950000,5,4,833,4.5,151.18555,-33.83,5613,62660,3
5900000,5,2,1104,10.35,151.16255,-33.78063,9791,51064,3
3750000,3,2,670,19.27,151.11234,-34.01864,3169,39572,3
3260000,4,2,917,40.41,151.33432,-33.51595,4793,25792,3
3090000,4,2,242,4.43,151.20362,-33.82557,4798,70304,3
2885000,4,3,1100,10.09,151.14572,-33.93868,10590,32708,3
2800000,5,3,613,12.93,151.09667,-33.79683,2250,39052,3
2715000,4,2,284,7.9,151.13884,-33.9047,13715,47528,3
2690000,6,3,758,23.38,151.08733,-34.04951,6892,44460,3
2625000,6,3,696,12.1,151.07927,-33.86058,7007,37908,3
2430000,3,1,759,15.95,151.07681,-33.77377,23688,37024,3
