price,num_bed,num_bath,property_size,km_from_cbd,suburb_lng,suburb_lat,suburb_population,suburb_median_income,type
2000000,3,1,815,11.02,151.18832,-33.76741,3711,47788,3
1850000,4,3,405,13.57,151.29088,-33.76314,4117,48152,3
1685000,5,3,796,15.45,151.14479,-33.99339,1661,45136,3
1307000,4,2,841,11.47,151.21039,-33.76172,8329,39884,3
1030000,3,1,923,20.44,151.01233,-33.94767,14176,31616,3
918000,3,1,607,19.07,151.03068,-33.95023,13306,32292,3
873000,3,1,746,20.44,151.01233,-33.94767,14176,31616,3
735000,3,2,321,20.44,151.01233,-33.94767,14176,31616,10
708000,3,1,651,17.96,151.02148,-33.90422,18013,24284,3
671000,3,1,645,17.96,151.02148,-33.90422,18013,24284,3
1090000,5,3,637,20.43,150.99309,-33.90028,9069,24388,3
720000,3,1,689,17.96,151.02148,-33.90422,18013,24284,3
650000,3,1,550,32.22,150.89081,-33.74925,7706,30992,3
580000,4,1,613,39.3,150.79717,-33.78218,8439,32292,3
1170000,5,3,376,16.38,151.05607,-33.79216,5412,32188,7
600000,5,2,696,74.04,151.50399,-33.24468,3578,25272,3
645000,3,2,500,50.15,150.72519,-34.06839,4307,53196,3
1415000,4,2,701,19.32,151.21565,-33.69099,3041,42484,3
1300000,4,3,720,18.2,151.0454,-33.77523,24394,33696,3
1101000,4,3,1105,18.2,151.0454,-33.77523,24394,33696,3
1100000,3,1,885,18.2,151.0454,-33.77523,24394,33696,3
1052000,3,2,547,20.91,151.03335,-33.74763,16374,45500,3
850000,4,3,561,24.05,150.95681,-33.91492,9001,35880,3
620000,4,2,696,46.55,150.7265,-33.74975,6726,35360,3
500000,3,2,552,49.99,150.68955,-33.74515,13295,32240,3
770000,3,1,576,20.44,151.01233,-33.94767,14176,31616,3
833000,2,2,138,10.92,151.11399,-33.8078,26499,39312,0
1325000,3,1,916,8.76,151.12645,-33.82789,11827,48568,3
495000,3,1,939,49.66,150.70828,-33.70698,15759,40716,3
1575000,4,3,701,19.32,151.21565,-33.69099,3041,42484,3
1100000,6,3,2023,28.89,150.90114,-33.90435,9955,24128,3
982500,2,2,203,6.95,151.22847,-33.9259,15482,24908,0
765000,4,3,685,49.66,150.70828,-33.70698,15759,40716,3
650000,3,2,375,49.66,150.70828,-33.70698,15759,40716,3
600000,3,1,558,32.22,150.89081,-33.74925,7706,30992,3
1610000,5,3,900,20.91,151.03335,-33.74763,16374,45500,3
1310000,4,2,961,20.91,151.03335,-33.74763,16374,45500,3
1045000,5,2,1505,23.26,151.12988,-33.66638,7095,43056,3
1005000,4,3,920,18.83,151.07741,-33.73636,7287,43472,3
880000,3,1,835,23.26,151.12988,-33.66638,7095,43056,3
580000,3,1,711,49.66,150.70828,-33.70698,15759,40716,3
1340000,3,1,1170,23.26,151.12988,-33.66638,7095,43056,3
1315000,3,1,424,7.21,151.22527,-33.9289,1209,20800,3
881000,4,2,671,24.05,150.95681,-33.91492,9001,35880,3
685000,4,2,480,17.96,151.02148,-33.90422,18013,24284,3
1165000,4,3,750,23.26,151.12988,-33.66638,7095,43056,3
1180000,3,2,392,18.83,151.07741,-33.73636,7287,43472,10
1050000,4,3,917,28.89,150.90114,-33.90435,9955,24128,3
920000,5,2,600,34.5,150.91278,-33.67757,7965,45812,3
740000,3,1,575,19.07,151.03068,-33.95023,13306,32292,3
675000,1,1,77,3.91,151.20733,-33.90035,14616,40872,0
560000,3,2,695,39.3,150.79717,-33.78218,8439,32292,3
1355000,3,3,676,39.78,151.34031,-33.52349,222,41964,3
1280000,5,3,898,10.92,151.11399,-33.8078,26499,39312,3
1050000,2,1,670,14.55,151.13977,-33.98259,1114,35464,3
820000,4,2,945,23.26,151.12988,-33.66638,7095,43056,3
700000,4,2,669,46.55,150.7265,-33.74975,6726,35360,3
635000,3,2,171,49.99,150.68955,-33.74515,13295,32240,3
557500,3,1,418,49.66,150.70828,-33.70698,15759,40716,3
520000,3,1,696,46.55,150.7265,-33.74975,6726,35360,3
1415000,3,1,215,4.57,151.16107,-33.87113,7616,58916,3
1250000,5,2,696,11.47,151.21039,-33.76172,8329,39884,3
930000,4,2,607,34.5,150.91278,-33.67757,7965,45812,3
711000,4,2,464,32.26,150.87334,-33.94155,15313,36244,3
1060000,3,2,940,19.07,151.03068,-33.95023,13306,32292,3
880000,3,2,546,19.07,151.03068,-33.95023,13306,32292,3
740000,4,2,550,50.15,150.72519,-34.06839,4307,53196,3
465000,4,1,612,46.55,150.7265,-33.74975,6726,35360,3
1780000,4,1,415,8.48,151.25393,-33.93221,5502,39260,3
1205000,2,1,171,4.57,151.16107,-33.87113,7616,58916,3
877000,4,2,556,22.31,151.00632,-33.97301,6160,40560,3
870000,4,2,525,34.5,150.91278,-33.67757,7965,45812,3
550000,3,1,634,49.66,150.70828,-33.70698,15759,40716,3
341000,2,1,86,14.66,151.06765,-33.9234,10126,23036,0
1190000,4,3,487,18.35,151.06372,-33.75342,9396,47112,3
2620000,3,1,373,9.88,151.27428,-33.79412,5840,65000,3
1273300,5,2,771,10.92,151.11399,-33.8078,26499,39312,3
690000,4,2,561,49.66,150.70828,-33.70698,15759,40716,3
406000,3,1,625,49.66,150.70828,-33.70698,15759,40716,3
1300000,2,2,322,6.67,151.28116,-33.87402,3802,59540,0
857000,3,1,1082,18.83,151.07741,-33.73636,7287,43472,3
580000,4,2,523,49.66,150.70828,-33.70698,15759,40716,3
1731000,5,3,727,18.35,151.06372,-33.75342,9396,47112,3
1000000,3,1,687,10.09,151.1171,-33.913,7233,34632,3
985000,5,4,452,20.44,151.01233,-33.94767,14176,31616,7
900000,6,3,541,19.07,151.03068,-33.95023,13306,32292,3
795000,4,1,550,22.31,151.00632,-33.97301,6160,40560,3
685000,4,2,350,49.66,150.70828,-33.70698,15759,40716,3
601000,2,2,144,10.09,151.1171,-33.913,7233,34632,0
500000,3,1,556,61.6,151.42855,-33.34073,8355,33852,3
1155000,3,1,106,9.88,151.27428,-33.79412,5840,65000,0
545000,4,1,642,49.66,150.70828,-33.70698,15759,40716,3
510000,3,1,560,49.66,150.70828,-33.70698,15759,40716,3
1475000,3,2,308,6.95,151.22847,-33.9259,15482,24908,10
805000,3,2,355,26.91,150.92398,-33.82108,5009,52832,3
770000,4,2,552,32.26,150.87334,-33.94155,15313,36244,3
680000,4,2,390,50.15,150.72519,-34.06839,4307,53196,3
375000,3,1,499,61.6,151.42855,-33.34073,8355,33852,10
2467500,4,2,310,6.95,151.22847,-33.9259,15482,24908,3
1825000,4,3,1012,18.35,151.06372,-33.75342,9396,47112,3
1545000,3,2,173,4.57,151.16107,-33.87113,7616,58916,3
1236000,3,2,615,18.83,151.07741,-33.73636,7287,43472,3
790000,6,3,790,50.15,150.72519,-34.06839,4307,53196,6
709000,3,2,196,26.91,150.92398,-33.82108,5009,52832,3
660000,4,2,655,36.04,150.8581,-34.0051,15039,33124,3
470000,3,1,482,49.99,150.68955,-33.74515,13295,32240,3
850000,2,1,651,16.91,151.03784,-33.81378,6642,33540,3
820000,4,2,473,32.26,150.87334,-33.94155,15313,36244,3
590000,3,1,300,32.26,150.87334,-33.94155,15313,36244,3
2450000,5,3,1220,48.56,151.34373,-33.44184,1927,36868,3
1270000,4,2,650,16.38,151.05607,-33.79216,5412,32188,3
1030000,5,3,570,43.49,150.75296,-33.7743,4776,41704,3
581000,3,1,605,49.66,150.70828,-33.70698,15759,40716,3
2310000,4,1,411,9.88,151.27428,-33.79412,5840,65000,3
780000,4,2,670,24.05,150.95681,-33.91492,9001,35880,3
660000,4,2,645,49.99,150.68955,-33.74515,13295,32240,3
540000,3,1,610,49.66,150.70828,-33.70698,15759,40716,3
525000,3,1,601,39.3,150.79717,-33.78218,8439,32292,3
427000,3,1,132,17.61,151.03125,-33.91991,32113,23556,0
935000,4,2,793,24.05,150.95681,-33.91492,9001,35880,3
790000,4,2,464,50.15,150.72519,-34.06839,4307,53196,3
760500,4,1,524,20.44,151.01233,-33.94767,14176,31616,3
1300000,5,3,325,10.09,151.1171,-33.913,7233,34632,2
780000,3,1,607,16.38,151.05607,-33.79216,5412,32188,3
580000,4,2,544,61.6,151.42855,-33.34073,8355,33852,3
544000,3,1,556,61.6,151.42855,-33.34073,8355,33852,3
1350000,3,2,177,8.88,151.11635,-33.84744,1957,52988,0
575000,4,2,562,58.53,151.47128,-33.38486,12146,30316,3
2430000,3,2,307,4.57,151.16107,-33.87113,7616,58916,3
2320000,3,2,379,9.88,151.27428,-33.79412,5840,65000,3
2100000,4,1,493,7.23,151.15592,-33.91228,26592,41236,3
1430000,5,2,879,14.23,151.07693,-33.80082,933,41340,3
1310000,3,1,185,11.87,151.0887,-33.83004,11906,38272,10
1250000,2,2,128,0.31,151.20998,-33.86794,17252,35412,0
830000,3,1,580,16.91,151.03784,-33.81378,6642,33540,3
820000,2,1,607,17.96,151.02148,-33.90422,18013,24284,3
640000,2,2,183,10.09,151.1171,-33.913,7233,34632,0
418000,1,1,74,12.9,151.07771,-33.82839,6994,56524,0
290000,4,3,544,61.6,151.42855,-33.34073,8355,33852,3
2404000,1,2,102,0.31,151.20998,-33.86794,17252,35412,0
999000,4,1,885,17.96,151.02148,-33.90422,18013,24284,3
940000,4,2,371,26.91,150.92398,-33.82108,5009,52832,3
705000,3,2,525,58.53,151.47128,-33.38486,12146,30316,3
700000,3,1,556,20.43,150.99309,-33.90028,9069,24388,3
695000,4,2,264,17.61,151.03125,-33.91991,32113,23556,10
661000,3,1,557,36.04,150.8581,-34.0051,15039,33124,3
590000,3,1,471,36.04,150.8581,-34.0051,15039,33124,3
510000,2,2,169,17.96,151.02148,-33.90422,18013,24284,0
675000,4,2,695,61.6,151.42855,-33.34073,8355,33852,3
645000,3,1,558,32.26,150.87334,-33.94155,15313,36244,3
545000,2,1,145,17.61,151.03125,-33.91991,32113,23556,0
340000,3,1,153,36.04,150.8581,-34.0051,15039,33124,10
1025000,2,1,164,7.23,151.15592,-33.91228,26592,41236,3
765000,2,1,531,17.61,151.03125,-33.91991,32113,23556,3
695000,2,1,107,10.09,151.1171,-33.913,7233,34632,0
680000,3,1,557,32.26,150.87334,-33.94155,15313,36244,3
1768000,3,2,601,8.07,151.21235,-33.79242,1340,53404,3
1050000,3,1,895,17.61,151.03125,-33.91991,32113,23556,3
455000,1,1,46,7.23,151.15592,-33.91228,26592,41236,0
1600000,5,2,840,27.28,150.95464,-33.74234,7837,43784,3
1380000,3,2,1290,40.73,151.36366,-33.52117,473,38584,3
1365000,3,2,999,18.35,151.06372,-33.75342,9396,47112,3
1220000,3,1,219,5.31,151.15595,-33.88143,14625,56784,3
1200000,2,1,66,0.31,151.20998,-33.86794,17252,35412,4
1190000,2,2,122,0.31,151.20998,-33.86794,17252,35412,0
1187000,3,1,1317,18.83,151.07741,-33.73636,7287,43472,3
1025000,4,3,583,23.26,151.12988,-33.66638,7095,43056,3
850000,4,2,601,58.53,151.47128,-33.38486,12146,30316,3
650000,4,2,656,58.53,151.47128,-33.38486,12146,30316,3
585000,4,2,765,46.55,150.7265,-33.74975,6726,35360,3
530000,3,2,119,17.96,151.02148,-33.90422,18013,24284,0
395000,2,1,95,17.61,151.03125,-33.91991,32113,23556,0
2125000,4,2,645,8.77,151.1169,-33.88062,10612,34996,3
1800000,5,2,856,22.31,151.00632,-33.97301,6160,40560,3
1070000,3,1,632,15.99,151.11717,-33.98679,1252,36816,3
770000,3,1,569,17.96,151.02148,-33.90422,18013,24284,3
610000,3,1,563,36.04,150.8581,-34.0051,15039,33124,3
1450000,4,2,118,7.23,151.15592,-33.91228,26592,41236,9
1020000,4,2,734,73.32,151.55658,-33.27116,2918,30888,3
1380000,2,2,86,1.87,151.22078,-33.8794,11320,66820,3
1005000,3,1,680,18.83,151.07741,-33.73636,7287,43472,3
620000,3,1,654,58.53,151.47128,-33.38486,12146,30316,3
585000,3,2,225,36.04,150.8581,-34.0051,15039,33124,2
520000,2,1,396,58.53,151.47128,-33.38486,12146,30316,2
470000,2,1,199,36.04,150.8581,-34.0051,15039,33124,11
1730000,4,3,190,5.31,151.15595,-33.88143,14625,56784,3
1340000,4,2,320,8.77,151.1169,-33.88062,10612,34996,3
495000,3,2,447,58.53,151.47128,-33.38486,12146,30316,3
1500000,3,2,1113,17.09,151.0782,-33.75721,2243,48152,3
810000,4,2,577,32.26,150.87334,-33.94155,15313,36244,3
800000,2,2,109,12.9,151.07771,-33.82839,6994,56524,0
520000,3,1,645,46.55,150.7265,-33.74975,6726,35360,3
1940000,3,1,620,9.37,151.11687,-33.83175,1219,48568,3
1670000,5,2,936,18.35,151.06372,-33.75342,9396,47112,3
1511800,4,2,974,11.47,151.21039,-33.76172,8329,39884,3
1510000,4,3,794,27.28,150.95464,-33.74234,7837,43784,3
1400000,2,1,98,6.13,151.26703,-33.89314,10045,57356,0
420000,2,2,108,14.66,151.06765,-33.9234,10126,23036,0
2262000,4,2,474,9.03,151.12854,-33.91005,4692,39624,3
2105000,5,4,1042,22.31,151.00632,-33.97301,6160,40560,3
1880000,5,3,797,11.47,151.21039,-33.76172,8329,39884,3
1600000,4,2,715,17.07,151.10096,-33.98937,1035,47528,3
1300000,4,1,708,10.09,151.1171,-33.913,7233,34632,3
1300000,2,1,1012,18.35,151.06372,-33.75342,9396,47112,3
1960000,2,2,97,0.31,151.20998,-33.86794,17252,35412,4
1650000,3,1,936,18.35,151.06372,-33.75342,9396,47112,3
1616000,2,1,316,7.78,151.20101,-33.79541,4172,45552,7
1380000,4,3,562,15.99,151.11717,-33.98679,1252,36816,3
1280000,3,1,558,14.29,151.1214,-33.97075,10722,32656,3
1192000,4,2,746,20.61,151.01474,-33.77572,7965,40092,3
701000,2,2,117,12.9,151.07771,-33.82839,6994,56524,0
1300000,4,2,746,20.61,151.01474,-33.77572,7965,40092,3
1500000,2,1,511,11.71,151.25386,-33.96419,5420,36088,3
1070000,3,2,273,14.34,151.08514,-33.78849,17865,30368,11
725000,3,2,155,19.44,151.00875,-33.81479,25798,39260,0
721000,3,1,664,25.67,150.9468,-33.79196,14337,34996,3
535000,3,1,496,47.8,150.74372,-34.05177,7193,40352,3
665000,2,2,145,12.01,151.08118,-33.87913,25813,34424,0
510000,3,1,306,47.8,150.74372,-34.05177,7193,40352,3
347000,2,1,81,14.66,151.06765,-33.9234,10126,23036,0
1030000,3,2,721,61.83,151.49762,-33.36239,530,29588,3
1000000,3,1,686,21.2,151.10055,-33.69724,22168,38792,3
507000,3,1,613,46.55,150.7265,-33.74975,6726,35360,3
412000,2,1,121,14.66,151.06765,-33.9234,10126,23036,0
1297000,5,3,1173,23.26,151.12988,-33.66638,7095,43056,3
690000,4,2,389,68.18,151.43056,-33.27889,4326,25480,3
665000,4,2,480,32.26,150.87334,-33.94155,15313,36244,3
610000,3,1,630,47.8,150.74372,-34.05177,7193,40352,3
504000,3,1,568,47.8,150.74372,-34.05177,7193,40352,3
480000,4,1,1542,46.55,150.7265,-33.74975,6726,35360,3
477500,3,1,545,58.53,151.47128,-33.38486,12146,30316,3
1750000,4,1,670,18.92,151.01207,-33.82233,5799,31720,3
1740000,3,2,417,4.57,151.16107,-33.87113,7616,58916,3
1486000,4,3,645,14.34,151.08514,-33.78849,17865,30368,3
1223000,2,1,64,1.87,151.22078,-33.8794,11320,66820,9
1221000,3,1,904,20.61,151.01474,-33.77572,7965,40092,3
1000000,3,1,454,9.65,151.14096,-33.93041,2511,32292,3
512000,3,1,550,38.24,150.8136,-33.76791,16726,26000,3
1185000,4,3,755,23.26,151.12988,-33.66638,7095,43056,3
627000,3,1,784,46.55,150.7265,-33.74975,6726,35360,3
550000,3,1,586,38.24,150.8136,-33.76791,16726,26000,3
380000,2,1,786,14.66,151.06765,-33.9234,10126,23036,0
2325000,4,2,645,12.01,151.08118,-33.87913,25813,34424,3
900000,4,2,451,33.2,150.90622,-33.70612,11731,53716,3
800000,2,2,199,12.01,151.08118,-33.87913,25813,34424,0
638000,4,2,352,44.13,150.75061,-33.75876,4031,33436,3
545000,3,1,201,25.67,150.9468,-33.79196,14337,34996,10
545000,4,2,550,47.8,150.74372,-34.05177,7193,40352,3
435000,1,1,209,12.9,151.07771,-33.82839,6994,56524,0
1438000,6,3,700,27.28,150.95464,-33.74234,7837,43784,3
815000,3,2,501,21.2,151.10055,-33.69724,22168,38792,10
530000,3,1,900,39.51,151.31264,-33.5194,16733,29380,3
1580000,4,3,1141,14.03,151.19204,-33.7395,2849,45292,3
800000,3,1,1100,20.61,151.01474,-33.77572,7965,40092,3
490000,3,2,235,38.24,150.8136,-33.76791,16726,26000,10
1525000,4,2,884,18.83,151.07741,-33.73636,7287,43472,3
1285000,5,2,806,23.26,151.12988,-33.66638,7095,43056,3
1120000,4,3,1047,48.53,151.42812,-33.46746,4584,39728,3
1000000,3,1,392,14.29,151.1214,-33.97075,10722,32656,3
745000,3,1,645,25.67,150.9468,-33.79196,14337,34996,3
3526000,6,3,1359,11.7,151.15799,-33.76899,10574,49452,3
1760000,4,2,547,8.77,151.1169,-33.88062,10612,34996,3
1440000,5,3,556,14.29,151.1214,-33.97075,10722,32656,3
1260000,5,2,540,13.14,151.09956,-33.93971,12446,30576,3
1250000,3,1,620,14.34,151.08514,-33.78849,17865,30368,3
1210000,3,1,260,12.01,151.08118,-33.87913,25813,34424,3
1090000,5,2,663,28.54,150.90215,-33.88259,6119,23920,3
1080000,3,2,822,20.61,151.01474,-33.77572,7965,40092,3
938000,2,1,487,13.14,151.09956,-33.93971,12446,30576,3
612000,3,1,600,39.76,150.78794,-33.79794,19897,38896,3
3090000,4,2,823,11.7,151.15799,-33.76899,10574,49452,3
1700000,4,3,881,27.28,150.95464,-33.74234,7837,43784,3
1275000,4,4,1018,74.11,151.54324,-33.25799,4550,25844,3
1265000,5,3,490,33.2,150.90622,-33.70612,11731,53716,3
1228888,3,2,384,27.28,150.95464,-33.74234,7837,43784,3
1450000,3,1,468,16.06,151.14125,-33.99813,1238,39728,3
1220000,2,2,367,8.99,151.22653,-33.94502,860,36088,3
732000,4,2,450,32.26,150.87334,-33.94155,15313,36244,3
386000,2,1,95,25.67,150.9468,-33.79196,14337,34996,0
1190000,4,2,502,24.14,150.97397,-33.95835,1668,51376,3
1020000,3,2,550,22.31,151.00632,-33.97301,6160,40560,3
635000,3,1,626,39.76,150.78794,-33.79794,19897,38896,3
490000,1,1,91,12.9,151.07771,-33.82839,6994,56524,0
295000,2,1,101,68.18,151.43056,-33.27889,4326,25480,0
715000,2,1,1012,38.24,150.8136,-33.76791,16726,26000,3
870000,4,2,743,48.53,151.42812,-33.46746,4584,39728,3
750000,1,1,87,5.99,151.1556,-33.89452,8116,52884,0
1390000,5,2,766,20.61,151.01474,-33.77572,7965,40092,3
975000,3,2,645,16.91,151.03784,-33.81378,6642,33540,3
837000,4,3,562,25.53,150.93855,-33.82378,22802,33800,3
525000,3,1,179,20.97,150.98902,-33.90761,9038,29640,10
1930000,3,2,550,21.83,151.15411,-34.05635,18070,52364,3
1920000,4,2,380,5.31,151.15595,-33.88143,14625,56784,3
1800000,4,1,891,13.14,151.09956,-33.93971,12446,30576,3
1207500,4,2,820,18.35,151.06372,-33.75342,9396,47112,3
1162500,3,2,360,16.06,151.14125,-33.99813,1238,39728,3
1053500,4,1,556,22.31,151.00632,-33.97301,6160,40560,3
2300000,3,1,720,17.4,151.04194,-33.79475,5426,29536,3
1585000,5,3,725,27.28,150.95464,-33.74234,7837,43784,3
1370000,6,3,558,33.2,150.90622,-33.70612,11731,53716,3
1175000,4,3,632,25.53,150.93855,-33.82378,22802,33800,3
948000,4,2,736,50.75,151.42873,-33.44581,11349,38168,3
555000,3,1,520,39.51,151.31264,-33.5194,16733,29380,3
275000,2,1,90,38.24,150.8136,-33.76791,16726,26000,0
2150000,2,2,506,6.95,151.14729,-33.83054,9528,48828,3
2100000,5,4,735,27.28,150.95464,-33.74234,7837,43784,3
1200000,3,2,696,27.02,151.31075,-33.63655,742,57148,3
1005000,4,2,275,22.31,151.00632,-33.97301,6160,40560,7
555000,3,1,545,47.8,150.74372,-34.05177,7193,40352,3
1675000,4,3,581,20.47,151.12423,-34.03534,11658,42380,3
965000,5,4,641,39.76,150.78794,-33.79794,19897,38896,3
780000,4,3,630,39.76,150.78794,-33.79794,19897,38896,3
745000,4,2,572,27.85,150.91654,-33.92148,27084,24232,3
667000,5,2,579,47.8,150.74372,-34.05177,7193,40352,3
588000,2,1,574,50.75,151.42873,-33.44581,11349,38168,11
2235000,4,2,120,2.52,151.19999,-33.88626,8617,28080,3
1800000,3,1,571,8.88,151.11635,-33.84744,1957,52988,3
1395000,4,1,569,8.99,151.22653,-33.94502,860,36088,3
1300000,3,2,558,13.14,151.09956,-33.93971,12446,30576,3
1260000,3,1,803,16.91,151.03784,-33.81378,6642,33540,3
960000,5,3,658,50.75,151.42873,-33.44581,11349,38168,3
870000,3,2,331,20.47,151.12423,-34.03534,11658,42380,11
727500,4,2,739,39.51,151.31264,-33.5194,16733,29380,3
642000,3,1,569,38.24,150.8136,-33.76791,16726,26000,3
1534000,3,2,411,8.78,151.11506,-33.86462,1238,42588,3
940000,3,2,569,16.91,151.03784,-33.81378,6642,33540,3
348000,2,1,109,38.24,150.8136,-33.76791,16726,26000,0
1150099,5,2,670,48.53,151.42812,-33.46746,4584,39728,3
640000,1,1,74,5.99,151.1556,-33.89452,8116,52884,0
1905000,3,2,338,13.57,151.29088,-33.76314,4117,48152,3
1785000,4,2,380,8.88,151.11635,-33.84744,1957,52988,3
425000,3,1,396,38.24,150.8136,-33.76791,16726,26000,11
3010000,4,2,696,6.95,151.14729,-33.83054,9528,48828,3
1750000,3,2,539,8.77,151.1169,-33.88062,10612,34996,3
1585000,4,3,930,24.81,150.98287,-33.74634,37050,41288,3
1151000,4,2,993,49.55,151.35463,-33.43514,4238,31252,3
1055000,5,3,611,34.99,150.84429,-33.94614,3729,35880,3
760000,2,1,119,5.2,151.16537,-33.8937,7938,55484,0
1285000,5,2,677,15.62,151.04521,-33.83414,4166,37024,3
1025000,5,3,390,13.14,151.09956,-33.93971,12446,30576,2
628000,3,1,650,48.41,150.69863,-33.7734,11790,37024,3
1985000,6,2,588,15.45,151.14479,-33.99339,1661,45136,3
1900000,2,2,163,4.45,151.22512,-33.82708,11227,68952,0
1720000,4,3,469,10.16,151.10403,-33.8894,989,32292,3
1575000,3,1,108,5.99,151.1556,-33.89452,8116,52884,3
1410000,5,2,1914,24.81,150.98287,-33.74634,37050,41288,3
1200000,3,2,696,24.81,150.98287,-33.74634,37050,41288,3
1186000,3,2,722,24.81,150.98287,-33.74634,37050,41288,3
750000,4,2,655,23.96,150.95102,-33.86904,18081,20592,3
662000,2,1,146,14.29,151.1214,-33.97075,10722,32656,0
645000,4,1,584,23.96,150.95102,-33.86904,18081,20592,3
3100000,3,2,158,2.61,151.22781,-33.88334,12911,73944,3
2250000,5,3,777,24.05,151.11552,-34.06716,1390,51636,3
1120000,5,3,917,35.32,150.845,-33.77213,14704,33176,3
830000,5,2,556,25.53,150.93855,-33.82378,22802,33800,3
1365000,4,2,727,24.81,150.98287,-33.74634,37050,41288,3
1355000,5,3,986,50.75,151.42873,-33.44581,11349,38168,3
1290000,4,1,929,24.81,150.98287,-33.74634,37050,41288,3
1200000,3,1,696,24.81,150.98287,-33.74634,37050,41288,3
995000,4,2,590,50.75,151.42873,-33.44581,11349,38168,3
962000,3,1,582,23.45,151.0552,-34.03269,10816,47268,3
805000,4,2,573,48.41,150.69863,-33.7734,11790,37024,3
1261100,4,3,697,24.81,150.98287,-33.74634,37050,41288,3
710000,4,2,629,39.76,150.78794,-33.79794,19897,38896,3
622000,4,1,637,39.76,150.78794,-33.79794,19897,38896,3
2105000,3,2,187,4.45,151.22512,-33.82708,11227,68952,0
975000,4,1,556,23.45,151.0552,-34.03269,10816,47268,3
640000,3,1,631,48.41,150.69863,-33.7734,11790,37024,3
1887000,3,3,114,2.61,151.22781,-33.88334,12911,73944,3
1600000,5,3,794,50.75,151.42873,-33.44581,11349,38168,3
1015000,4,2,568,48.53,151.42812,-33.46746,4584,39728,3
585000,2,1,96,23.45,151.0552,-34.03269,10816,47268,0
2450000,4,4,536,9.16,151.26125,-33.79453,7961,56576,3
2275000,4,2,923,12.1,151.07927,-33.86058,7007,37908,3
1760000,5,3,810,24.81,150.98287,-33.74634,37050,41288,3
1520000,4,3,351,5.99,151.1556,-33.89452,8116,52884,3
1056000,4,1,360,14.29,151.1214,-33.97075,10722,32656,3
1052000,3,1,411,15.28,151.07815,-33.94831,10156,30628,3
930000,3,1,208,14.29,151.1214,-33.97075,10722,32656,3
1525000,5,3,790,23.49,150.99327,-33.97576,590,48880,3
2750000,4,3,556,6.95,151.14729,-33.83054,9528,48828,3
880000,4,1,575,20.97,150.98902,-33.90761,9038,29640,3
3500000,2,2,156,3.91,151.24417,-33.88581,7405,71500,3
1685000,4,2,700,22.83,151.13762,-34.062,3584,52728,3
2470000,3,2,355,4.45,151.22512,-33.82708,11227,68952,7
1945000,4,3,822,14.03,151.19204,-33.7395,2849,45292,3
1820000,5,3,815,14.03,151.19204,-33.7395,2849,45292,3
1808000,5,3,729,27.28,150.95464,-33.74234,7837,43784,3
1320000,3,1,145,5.2,151.16537,-33.8937,7938,55484,3
2050000,6,3,755,48.53,151.42812,-33.46746,4584,39728,3
2025000,3,1,734,7.99,151.16111,-33.8057,11436,57408,3
1901000,4,2,1201,22.83,151.13762,-34.062,3584,52728,3
1700000,3,2,752,8.07,151.21235,-33.79242,1340,53404,3
1651000,3,1,610,9.16,151.26125,-33.79453,7961,56576,7
3150000,4,2,186,2.61,151.22781,-33.88334,12911,73944,3
1702000,2,1,558,9.49,151.25148,-33.78698,3667,51064,3
1268000,3,1,543,13.14,151.09956,-33.93971,12446,30576,3
1265000,4,2,847,13.14,151.09956,-33.93971,12446,30576,3
905000,2,1,253,15.28,151.07815,-33.94831,10156,30628,7
595000,3,1,645,44.13,150.75061,-33.75876,4031,33436,3
880000,3,1,770,25.19,150.93847,-33.84836,11972,23764,3
542500,3,1,619,39.3,150.79717,-33.78218,8439,32292,3
480000,2,1,251,17.96,151.02148,-33.90422,18013,24284,10
1200001,4,2,697,23.26,151.12988,-33.66638,7095,43056,3
500000,3,1,530,49.66,150.70828,-33.70698,15759,40716,3
1580000,4,2,271,4.57,151.16107,-33.87113,7616,58916,3
1425000,2,2,108,0.31,151.20998,-33.86794,17252,35412,4
1083000,3,1,151,5.31,151.15595,-33.88143,14625,56784,3
950000,4,2,466,33.2,150.90622,-33.70612,11731,53716,3
600000,3,1,934,44.13,150.75061,-33.75876,4031,33436,3
575000,4,2,601,47.8,150.74372,-34.05177,7193,40352,3
497500,3,1,594,44.13,150.75061,-33.75876,4031,33436,3
2905000,5,2,839,7.24,151.13219,-33.85759,1546,42172,3
1305000,4,3,474,10.35,151.16043,-33.9488,919,34528,3
1280000,3,2,335,8.99,151.22653,-33.94502,860,36088,3
957000,2,1,677,16.91,151.03784,-33.81378,6642,33540,3
560000,3,2,560,39.76,150.78794,-33.79794,19897,38896,3
2210000,4,2,807,8.78,151.11506,-33.86462,1238,42588,3
1510000,3,2,670,17.2,151.12144,-33.72878,2995,51636,3
1060000,4,2,514,17.73,151.02094,-33.89192,3103,24596,3
940000,2,1,493,13.14,151.09956,-33.93971,12446,30576,3
880000,3,2,344,15.28,151.07815,-33.94831,10156,30628,3
2390000,3,2,107,2.61,151.22781,-33.88334,12911,73944,3
1880000,5,3,708,23.83,151.28882,-33.66062,3620,40300,3
817000,3,2,594,17.01,151.05302,-33.9451,12103,23764,3
720000,3,1,730,23.96,150.95102,-33.86904,18081,20592,3
595000,5,3,430,63.63,151.4961,-33.34383,4006,26572,3
580000,2,2,115,17.01,151.05302,-33.9451,12103,23764,0
